payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount
P-77E98904,2024-02-27 04:10:00,151582.2,AUD,US,WIRE,BATCH,0.294,2,SAME_DAY,False,2024,2,27,1,4,False,11.928889928107694,False,HIGH,LOW,True,LOW,0,False,44565.1668
P-55083B31,2024-04-19 16:44:00,37625.47,AUD,JP,SWIFT,BATCH,0.16,0,SAME_DAY,False,2024,4,19,4,16,False,10.535463071055416,False,MEDIUM,LOW,False,NONE,0,False,6020.0752
P-AF02F5ED,2024-05-18 00:12:00,19858.78,USD,CA,SWIFT,ONLINE,0.373,2,NEXT_DAY,False,2024,5,18,5,0,True,9.896451859995008,False,MEDIUM,MEDIUM,True,LOW,1,False,7407.3249399999995
P-86A7E7A9,2024-05-13 13:08:00,110569.95,USD,DE,ACH,BATCH,0.187,1,SAME_DAY,False,2024,5,13,0,13,False,11.61341267534181,False,HIGH,LOW,True,LOW,0,False,20676.58065
P-38228888,2024-03-20 08:20:00,95309.88,EUR,US,ACH,ONLINE,0.192,2,SAME_DAY,False,2024,3,20,2,8,False,11.46489924891811,False,MEDIUM,LOW,True,LOW,0,False,18299.49696
P-53DB5571,2024-03-06 14:51:00,126035.03,CAD,GB,ACH,API,0.667,3,SAME_DAY,False,2024,3,6,2,14,False,11.744323097437977,False,HIGH,HIGH,True,HIGH,0,False,84065.36501000001
P-A06A1574,2024-02-13 16:15:00,52178.74,GBP,US,WIRE,MOBILE,0.348,0,NEXT_DAY,False,2024,2,13,1,16,False,10.862449575926293,False,MEDIUM,MEDIUM,False,NONE,1,False,18158.20152
P-9A584DD7,2024-01-02 14:49:00,32852.81,EUR,JP,ACH,API,0.242,2,SAME_DAY,False,2024,1,2,1,14,False,10.399822998922556,False,MEDIUM,LOW,True,LOW,0,False,7950.38002
P-0C804B95,2024-06-05 07:07:00,305694.72,CAD,JP,ACH,BATCH,0.517,0,NEXT_DAY,False,2024,6,5,2,7,False,12.63034550712668,False,HIGH,MEDIUM,False,NONE,1,False,158044.17023999998
P-67800601,2024-02-13 19:43:00,34539.86,CAD,GB,WIRE,FILE,0.675,1,SAME_DAY,False,2024,2,13,1,19,False,10.449898250058913,False,MEDIUM,HIGH,True,LOW,0,False,23314.4055
P-E576A9BC,2024-01-09 08:26:00,4777.85,USD,US,WIRE,ONLINE,0.311,1,SAME_DAY,False,2024,1,9,1,8,False,8.471955210766042,False,LOW,MEDIUM,True,LOW,0,False,1485.91135
P-F3E5F25C,2024-06-09 10:49:00,456022.97,EUR,GB,SWIFT,BATCH,0.119,0,SAME_DAY,False,2024,6,9,6,10,True,13.030300652904463,False,HIGH,LOW,False,NONE,0,False,54266.73342999999
P-EC892EBF,2024-06-04 06:17:00,134167.64,GBP,IN,ACH,API,0.314,0,SAME_DAY,False,2024,6,4,1,6,False,11.806852795139017,False,HIGH,MEDIUM,False,NONE,0,False,42128.638960000004
P-B52BD909,2024-01-03 11:57:00,318720.24,AUD,JP,ACH,API,0.106,0,NEXT_DAY,False,2024,1,3,2,11,False,12.67207214393305,False,HIGH,LOW,False,NONE,1,False,33784.34544
P-B2D42ABC,2024-06-26 00:15:00,22927.51,GBP,GB,ACH,FILE,0.423,0,T_PLUS_2,True,2024,6,26,2,0,False,10.040136393365579,False,MEDIUM,MEDIUM,False,NONE,2,False,9698.336729999999
P-774770BF,2024-02-28 02:40:00,48337.19,CAD,CA,SWIFT,BATCH,0.22,1,SAME_DAY,True,2024,2,28,2,2,False,10.785977210445168,False,MEDIUM,LOW,True,LOW,0,False,10634.1818
P-263F2518,2024-02-07 17:06:00,21028.32,GBP,CA,WIRE,FILE,0.287,0,SAME_DAY,False,2024,2,7,2,17,False,9.953672933414099,False,MEDIUM,LOW,False,NONE,0,False,6035.127839999999
P-44D4B6ED,2024-01-07 12:03:00,299466.85,CAD,GB,WIRE,ONLINE,0.077,4,NEXT_DAY,False,2024,1,7,6,12,True,12.609762345199732,False,HIGH,LOW,True,HIGH,1,False,23058.94745
P-397EFBF7,2024-04-09 12:39:00,59402.89,GBP,IN,SWIFT,BATCH,0.262,0,SAME_DAY,False,2024,4,9,1,12,False,10.992114991421966,False,MEDIUM,LOW,False,NONE,0,False,15563.55718
P-5DBB1CBF,2024-03-08 14:10:00,16039.75,CAD,GB,WIRE,API,0.329,0,NEXT_DAY,False,2024,3,8,4,14,False,9.682887638432117,False,MEDIUM,MEDIUM,False,NONE,1,False,5277.07775
P-F3520478,2024-04-14 06:56:00,29807.75,USD,AU,ACH,API,0.423,0,SAME_DAY,False,2024,4,14,6,6,True,10.302557253555433,False,MEDIUM,MEDIUM,False,NONE,0,False,12608.678249999999
P-33FA4D96,2024-02-24 22:42:00,19947.65,AUD,JP,WIRE,ONLINE,0.426,0,T_PLUS_2,False,2024,2,24,5,22,True,9.900916750855416,False,MEDIUM,MEDIUM,False,NONE,2,False,8497.698900000001
P-EE947227,2024-01-04 20:40:00,121592.0,USD,JP,WIRE,ONLINE,0.474,1,T_PLUS_2,False,2024,1,4,3,20,False,11.708434681067756,False,HIGH,MEDIUM,True,LOW,2,False,57634.608
P-0DC84F87,2024-02-23 02:23:00,16477.4,CAD,AU,SWIFT,FILE,0.412,0,SAME_DAY,False,2024,2,23,4,2,False,9.709805711371537,False,MEDIUM,MEDIUM,False,NONE,0,False,6788.6888
P-DACD2E7A,2024-03-02 03:22:00,218496.16,USD,DE,WIRE,ONLINE,0.236,1,NEXT_DAY,False,2024,3,2,5,3,True,12.29452829572164,False,HIGH,LOW,True,LOW,1,False,51565.093759999996
P-0BD6EBDE,2024-03-17 11:53:00,82604.15,EUR,DE,SWIFT,BATCH,0.554,3,T_PLUS_2,True,2024,3,17,6,11,True,11.321827306233752,False,MEDIUM,MEDIUM,True,HIGH,2,False,45762.6991
P-109F0F76,2024-01-04 11:25:00,10863.37,CAD,JP,SWIFT,BATCH,0.394,2,NEXT_DAY,False,2024,1,4,3,11,False,9.293243906655944,False,MEDIUM,MEDIUM,True,LOW,1,False,4280.167780000001
P-BA7D1768,2024-06-15 17:12:00,23413.4,JPY,IN,SWIFT,MOBILE,0.335,1,T_PLUS_2,False,2024,6,15,5,17,True,10.06110649668971,False,MEDIUM,MEDIUM,True,LOW,2,False,7843.489000000001
P-90209832,2024-01-28 22:24:00,251717.98,JPY,JP,WIRE,FILE,0.236,2,SAME_DAY,False,2024,1,28,6,22,True,12.436068585511256,False,HIGH,LOW,True,LOW,0,False,59405.44328
P-97F9B78E,2024-05-26 01:05:00,39479.29,AUD,IN,ACH,BATCH,0.645,1,SAME_DAY,False,2024,5,26,6,1,True,10.583556839011829,False,MEDIUM,HIGH,True,LOW,0,False,25464.142050000002
P-75AEC921,2024-04-20 01:54:00,14486.51,JPY,IN,WIRE,ONLINE,0.25,2,SAME_DAY,False,2024,4,20,5,1,True,9.581042177897984,False,MEDIUM,LOW,True,LOW,0,False,3621.6275
P-A43FD5DF,2024-01-16 03:51:00,2560416.69,AUD,DE,ACH,BATCH,0.228,0,SAME_DAY,True,2024,1,16,1,3,False,14.755680963302824,True,VERY_HIGH,LOW,False,NONE,0,True,583775.00532
P-CE142A06,2024-06-18 23:52:00,362312.64,GBP,US,WIRE,API,0.364,1,NEXT_DAY,False,2024,6,18,1,23,False,12.800265524532202,False,HIGH,MEDIUM,True,LOW,1,False,131881.80096
P-7DF48C39,2024-06-18 08:47:00,19997.41,GBP,DE,ACH,API,0.126,3,SAME_DAY,True,2024,6,18,1,8,False,9.903408049375836,False,MEDIUM,LOW,True,HIGH,0,False,2519.67366
P-4296A406,2024-02-06 09:41:00,37381.31,CAD,IN,SWIFT,FILE,0.398,1,NEXT_DAY,False,2024,2,6,1,9,False,10.52895287685296,False,MEDIUM,MEDIUM,True,LOW,1,False,14877.76138
P-1766B4F0,2024-04-24 18:07:00,190965.44,EUR,GB,SWIFT,BATCH,0.367,1,NEXT_DAY,False,2024,4,24,2,18,False,12.159852984784235,False,HIGH,MEDIUM,True,LOW,1,False,70084.31648
P-A537531E,2024-02-02 11:36:00,19159.5,GBP,US,SWIFT,ONLINE,0.158,2,NEXT_DAY,False,2024,2,2,4,11,False,9.860606147217759,False,MEDIUM,LOW,True,LOW,1,False,3027.201
P-042F7FC9,2024-01-04 17:11:00,82489.09,JPY,DE,WIRE,API,0.393,1,SAME_DAY,False,2024,1,4,3,17,False,11.32043344389552,False,MEDIUM,MEDIUM,True,LOW,0,False,32418.21237
P-07A468FB,2024-03-21 12:12:00,14590.82,CAD,GB,ACH,BATCH,0.545,0,NEXT_DAY,False,2024,3,21,3,12,False,9.588216376711713,False,MEDIUM,MEDIUM,False,NONE,1,False,7951.9969
P-9C41B854,2024-05-05 13:50:00,68523.78,AUD,DE,ACH,ONLINE,0.318,3,SAME_DAY,False,2024,5,5,6,13,True,11.13495071065872,False,MEDIUM,MEDIUM,True,HIGH,0,False,21790.56204
P-759F362D,2024-03-13 22:47:00,74639.34,GBP,GB,SWIFT,API,0.184,2,NEXT_DAY,False,2024,3,13,2,22,False,11.220436390709136,False,MEDIUM,LOW,True,LOW,1,False,13733.63856
P-9E338ECA,2024-02-10 11:58:00,46713.18,GBP,US,SWIFT,API,0.125,3,NEXT_DAY,False,2024,2,10,5,11,True,10.751803037824574,False,MEDIUM,LOW,True,HIGH,1,False,5839.1475
P-A2A0B63C,2024-05-03 22:35:00,29245.25,USD,DE,WIRE,ONLINE,0.16,0,NEXT_DAY,False,2024,5,3,4,22,False,10.283506639312817,False,MEDIUM,LOW,False,NONE,1,False,4679.24
P-7A8AB29C,2024-01-06 03:02:00,78253.32,USD,CA,WIRE,BATCH,0.234,2,SAME_DAY,False,2024,1,6,5,3,True,11.267719314546245,False,MEDIUM,LOW,True,LOW,0,False,18311.27688
P-4A7CF2E1,2024-04-15 07:11:00,4398.12,CAD,DE,WIRE,API,0.177,1,NEXT_DAY,False,2024,4,15,0,7,False,8.389159799903686,False,LOW,LOW,True,LOW,1,False,778.46724
P-C532046F,2024-02-17 15:21:00,59697.02,USD,JP,WIRE,MOBILE,0.185,0,NEXT_DAY,False,2024,2,17,5,15,True,10.99705413300155,False,MEDIUM,LOW,False,NONE,1,False,11043.948699999999
P-770D27B3,2024-06-20 20:39:00,73979.45,USD,US,WIRE,API,0.49,1,NEXT_DAY,True,2024,6,20,3,20,False,11.211556148093006,False,MEDIUM,MEDIUM,True,LOW,1,False,36249.930499999995
P-960D96E2,2024-06-14 23:17:00,8651.94,CAD,JP,WIRE,BATCH,0.124,1,SAME_DAY,False,2024,6,14,4,23,False,9.065654426571372,False,LOW,LOW,True,LOW,0,False,1072.84056
P-E57F6CBE,2024-03-06 19:11:00,3571013.16,CAD,AU,RTP,ONLINE,0.504,0,SAME_DAY,False,2024,3,6,2,19,False,15.088360191844558,True,VERY_HIGH,MEDIUM,False,NONE,0,True,1799790.6326400002
P-B4D459C2,2024-02-16 10:07:00,150775.78,JPY,JP,RTP,ONLINE,0.167,2,T_PLUS_2,False,2024,2,16,4,10,False,11.923555743920202,False,HIGH,LOW,True,LOW,2,False,25179.55526
P-AC842F2C,2024-02-14 07:41:00,14502.44,JPY,JP,ACH,API,0.373,1,SAME_DAY,True,2024,2,14,2,7,False,9.58214114165069,False,MEDIUM,MEDIUM,True,LOW,0,False,5409.4101200000005
P-8843EDEA,2024-03-31 20:08:00,85474.87,CAD,AU,ACH,BATCH,0.44,2,NEXT_DAY,False,2024,3,31,6,20,True,11.355989392870443,False,MEDIUM,MEDIUM,True,LOW,1,False,37608.9428
P-4F601C96,2024-05-26 16:49:00,219710.8,USD,DE,WIRE,API,0.364,0,SAME_DAY,False,2024,5,26,6,16,True,12.300071966534398,False,HIGH,MEDIUM,False,NONE,0,False,79974.7312
P-FF26E149,2024-05-30 14:37:00,71503.67,GBP,AU,ACH,BATCH,0.29,1,SAME_DAY,False,2024,5,30,3,14,False,11.177518041234503,False,MEDIUM,LOW,True,LOW,0,False,20736.0643
P-DD6525C1,2024-06-04 04:27:00,37228.78,JPY,GB,WIRE,FILE,0.113,2,NEXT_DAY,False,2024,6,4,1,4,False,10.524864257636303,False,MEDIUM,LOW,True,LOW,1,False,4206.85214
P-F883DCD3,2024-06-19 00:05:00,7478.76,CAD,AU,WIRE,FILE,0.066,0,T_PLUS_2,False,2024,6,19,2,0,False,8.919955984892272,False,LOW,LOW,False,NONE,2,False,493.59816000000006
P-5E0D5216,2024-02-28 05:42:00,8830.79,JPY,DE,SWIFT,ONLINE,0.198,0,NEXT_DAY,False,2024,2,28,2,5,False,9.086112991060283,False,LOW,LOW,False,NONE,1,False,1748.4964200000002
P-256814C0,2024-06-04 09:17:00,80561.15,AUD,DE,WIRE,API,0.161,1,T_PLUS_2,False,2024,6,4,1,9,False,11.296784215219041,False,MEDIUM,LOW,True,LOW,2,False,12970.34515
P-BEE891D5,2024-06-09 00:03:00,57148.4,JPY,IN,SWIFT,FILE,0.105,1,SAME_DAY,False,2024,6,9,6,0,True,10.953424170480181,False,MEDIUM,LOW,True,LOW,0,False,6000.582
P-379369F7,2024-04-22 23:27:00,107023.86,EUR,DE,SWIFT,ONLINE,0.535,1,SAME_DAY,False,2024,4,22,0,23,False,11.58081642290671,False,HIGH,MEDIUM,True,LOW,0,False,57257.765100000004
P-39430B98,2024-03-22 08:29:00,77724.36,JPY,AU,ACH,API,0.231,1,NEXT_DAY,False,2024,3,22,4,8,False,11.260936866630606,False,MEDIUM,LOW,True,LOW,1,False,17954.32716
P-241CDD6F,2024-01-05 01:08:00,52280.93,AUD,CA,WIRE,ONLINE,0.113,0,NEXT_DAY,True,2024,1,5,4,1,False,10.864406083659665,False,MEDIUM,LOW,False,NONE,1,False,5907.74509
P-AA7D00BA,2024-03-04 05:34:00,29051.23,AUD,GB,WIRE,BATCH,0.196,1,NEXT_DAY,False,2024,3,4,0,5,False,10.276850523533493,False,MEDIUM,LOW,True,LOW,1,False,5694.04108
P-6071294C,2024-03-31 04:14:00,41261.76,USD,JP,WIRE,ONLINE,0.305,1,SAME_DAY,False,2024,3,31,6,4,True,10.627715677262469,False,MEDIUM,MEDIUM,True,LOW,0,False,12584.836800000001
P-462D68FE,2024-02-13 17:23:00,63130.29,JPY,CA,WIRE,FILE,0.414,1,SAME_DAY,False,2024,2,13,1,17,False,11.052971805177927,False,MEDIUM,MEDIUM,True,LOW,0,False,26135.94006
P-34DF9D03,2024-03-06 18:59:00,27582.78,USD,IN,ACH,ONLINE,0.31,0,NEXT_DAY,False,2024,3,6,2,18,False,10.224983197793563,False,MEDIUM,MEDIUM,False,NONE,1,False,8550.6618
P-7096C426,2024-01-30 19:51:00,104170.37,JPY,GB,WIRE,BATCH,0.587,0,SAME_DAY,False,2024,1,30,1,19,False,11.553792610471163,False,HIGH,MEDIUM,False,NONE,0,False,61148.00719
P-0748CAF9,2024-06-04 06:15:00,23492.66,EUR,AU,ACH,FILE,0.274,3,NEXT_DAY,False,2024,6,4,1,6,False,10.064485876499084,False,MEDIUM,LOW,True,HIGH,1,False,6436.988840000001
P-6BB5E870,2024-03-16 09:19:00,745386.12,GBP,IN,WIRE,BATCH,0.131,1,SAME_DAY,False,2024,3,16,5,9,True,13.521658986564885,True,VERY_HIGH,LOW,True,LOW,0,True,97645.58172
P-C1150287,2024-06-01 07:47:00,559856.41,EUR,JP,ACH,API,0.186,2,NEXT_DAY,False,2024,6,1,5,7,True,13.235437405288883,True,VERY_HIGH,LOW,True,LOW,1,True,104133.29226
P-986B4B37,2024-01-29 01:46:00,6757.29,CAD,DE,ACH,BATCH,0.633,2,T_PLUS_2,False,2024,1,29,0,1,False,8.81852517845771,False,LOW,HIGH,True,LOW,2,False,4277.36457
P-2B57FB77,2024-03-25 21:38:00,50628.33,CAD,JP,ACH,FILE,0.511,0,SAME_DAY,False,2024,3,25,0,21,False,10.832286331615482,False,MEDIUM,MEDIUM,False,NONE,0,False,25871.07663
P-30F50FCF,2024-04-03 02:45:00,242308.87,GBP,CA,WIRE,BATCH,0.286,0,T_PLUS_2,False,2024,4,3,2,2,False,12.39797264060148,False,HIGH,LOW,False,NONE,2,False,69300.33682
P-389BAB3E,2024-04-07 05:07:00,527444.69,CAD,GB,WIRE,ONLINE,0.322,1,NEXT_DAY,False,2024,4,7,6,5,True,13.175801181685916,True,VERY_HIGH,MEDIUM,True,LOW,1,True,169837.19017999998
P-B976EB5C,2024-06-13 07:42:00,29862.03,AUD,US,WIRE,FILE,0.153,0,T_PLUS_2,False,2024,6,13,3,7,False,10.304376539488292,False,MEDIUM,LOW,False,NONE,2,False,4568.89059
P-54847741,2024-03-21 20:09:00,96556.0,GBP,IN,ACH,BATCH,0.263,2,SAME_DAY,False,2024,3,21,3,20,False,11.477888786523234,False,MEDIUM,LOW,True,LOW,0,False,25394.228000000003
P-619AED32,2024-01-15 11:22:00,18902.94,AUD,AU,WIRE,BATCH,0.367,1,T_PLUS_2,False,2024,1,15,0,11,False,9.847125644930264,False,MEDIUM,MEDIUM,True,LOW,2,False,6937.3789799999995
P-826F5732,2024-02-27 01:13:00,358445.62,EUR,AU,ACH,ONLINE,0.455,1,NEXT_DAY,False,2024,2,27,1,1,False,12.789535029748487,False,HIGH,MEDIUM,True,LOW,1,False,163092.75710000002
P-BAFD3A90,2024-06-22 14:55:00,12688.84,CAD,AU,SWIFT,ONLINE,0.141,0,NEXT_DAY,False,2024,6,22,5,14,True,9.448556952275913,False,MEDIUM,LOW,False,NONE,1,False,1789.1264399999998
P-274A23B8,2024-06-14 18:06:00,260878.93,CAD,JP,SWIFT,BATCH,0.509,0,NEXT_DAY,False,2024,6,14,4,18,False,12.471815542140565,False,HIGH,MEDIUM,False,NONE,1,False,132787.37537
P-221B14DC,2024-03-03 17:31:00,19345.05,JPY,IN,WIRE,ONLINE,0.412,2,NEXT_DAY,False,2024,3,3,6,17,True,9.870243543252746,False,MEDIUM,MEDIUM,True,LOW,1,False,7970.160599999999
P-59E1C529,2024-05-18 02:09:00,25595.14,CAD,US,WIRE,FILE,0.107,0,SAME_DAY,False,2024,5,18,5,2,True,10.150196837849018,False,MEDIUM,LOW,False,NONE,0,False,2738.67998
P-3ADDA9B2,2024-01-16 07:32:00,192291.53,GBP,DE,ACH,API,0.421,0,SAME_DAY,False,2024,1,16,1,7,False,12.166773085268542,False,HIGH,MEDIUM,False,NONE,0,False,80954.73413
P-5CFE088C,2024-01-23 10:49:00,143513.86,CAD,GB,WIRE,API,0.268,0,NEXT_DAY,False,2024,1,23,1,10,False,11.874193862827436,False,HIGH,LOW,False,NONE,1,False,38461.714479999995
P-63C52BE9,2024-02-16 21:34:00,49210.46,EUR,AU,ACH,FILE,0.576,1,NEXT_DAY,False,2024,2,16,4,21,False,10.803881802186426,False,MEDIUM,MEDIUM,True,LOW,1,False,28345.224959999996
P-C2D059D3,2024-05-26 19:03:00,54781.16,JPY,DE,ACH,BATCH,0.36,0,SAME_DAY,False,2024,5,26,6,19,True,10.91111987248878,False,MEDIUM,MEDIUM,False,NONE,0,False,19721.2176
P-3D57A659,2024-04-16 02:28:00,75142.54,JPY,DE,ACH,API,0.182,2,SAME_DAY,False,2024,4,16,1,2,False,11.227155430075713,False,MEDIUM,LOW,True,LOW,0,False,13675.94228
P-480DF35C,2024-03-02 06:27:00,176318.8,AUD,CA,ACH,BATCH,0.199,0,SAME_DAY,False,2024,3,2,5,6,True,12.080054670644772,False,HIGH,LOW,False,NONE,0,False,35087.4412
P-A3F92241,2024-01-14 14:14:00,39649.02,GBP,CA,SWIFT,FILE,0.213,1,NEXT_DAY,False,2024,1,14,6,14,True,10.587846731476485,False,MEDIUM,LOW,True,LOW,1,False,8445.241259999999
P-C0D96E59,2024-02-25 13:41:00,17671.14,JPY,US,RTP,MOBILE,0.499,1,NEXT_DAY,False,2024,2,25,6,13,True,9.779744667205286,False,MEDIUM,MEDIUM,True,LOW,1,False,8817.89886
P-54640FF3,2024-02-23 01:28:00,300206.96,USD,IN,WIRE,BATCH,0.027,0,T_PLUS_2,False,2024,2,23,4,1,False,12.612230713486195,False,HIGH,LOW,False,NONE,2,False,8105.587920000001
P-81E13531,2024-04-07 21:33:00,23264.76,CAD,AU,SWIFT,FILE,0.339,2,NEXT_DAY,False,2024,4,7,6,21,True,10.054738030841687,False,MEDIUM,MEDIUM,True,LOW,1,False,7886.75364
P-E89C9AFB,2024-01-24 17:09:00,136299.64,JPY,IN,ACH,MOBILE,0.354,1,T_PLUS_2,False,2024,1,24,2,17,False,11.822618313198179,False,HIGH,MEDIUM,True,LOW,2,False,48250.07256
P-84F85374,2024-01-15 16:20:00,26226.28,JPY,DE,SWIFT,BATCH,0.172,2,NEXT_DAY,False,2024,1,15,0,16,False,10.174555369428242,False,MEDIUM,LOW,True,LOW,1,False,4510.92016
P-BAFB3FEF,2024-06-01 04:34:00,58052.24,GBP,JP,SWIFT,BATCH,0.567,0,SAME_DAY,False,2024,6,1,5,4,True,10.969115799521985,False,MEDIUM,MEDIUM,False,NONE,0,False,32915.62007999999
P-5EBD7D06,2024-06-21 23:18:00,201787.27,AUD,JP,SWIFT,BATCH,0.258,1,T_PLUS_2,False,2024,6,21,4,23,False,12.214974258353939,False,HIGH,LOW,True,LOW,2,False,52061.115659999996
P-49E6EA8A,2024-01-11 18:47:00,878934.2,USD,IN,WIRE,BATCH,0.661,1,NEXT_DAY,False,2024,1,11,3,18,False,13.686466453813333,True,VERY_HIGH,HIGH,True,LOW,1,True,580975.5062
P-83464FBF,2024-03-19 22:09:00,615890.54,EUR,IN,RTP,FILE,0.365,1,NEXT_DAY,False,2024,3,19,1,22,False,13.330826155584692,True,VERY_HIGH,MEDIUM,True,LOW,1,True,224800.0471
P-77010702,2024-03-17 16:40:00,224997.17,AUD,JP,SWIFT,ONLINE,0.541,0,SAME_DAY,False,2024,3,17,6,16,True,12.323847547820149,False,HIGH,MEDIUM,False,NONE,0,False,121723.46897000002
P-212C5003,2024-03-18 12:04:00,498424.78,EUR,CA,ACH,FILE,0.125,0,SAME_DAY,False,2024,3,18,0,12,False,13.11920997063933,False,HIGH,LOW,False,NONE,0,False,62303.0975
P-9C0DA65B,2024-06-26 18:29:00,11929.01,EUR,GB,WIRE,ONLINE,0.211,3,NEXT_DAY,False,2024,6,26,2,18,False,9.386812353314578,False,MEDIUM,LOW,True,HIGH,1,False,2517.02111
P-CAB4432C,2024-01-30 07:07:00,41092.78,AUD,GB,SWIFT,FILE,0.176,0,SAME_DAY,False,2024,1,30,1,7,False,10.623612050832032,False,MEDIUM,LOW,False,NONE,0,False,7232.329279999999
P-28BB7BC9,2024-06-11 14:49:00,65766.84,USD,GB,SWIFT,API,0.072,0,SAME_DAY,False,2024,6,11,1,14,False,11.093886244034946,False,MEDIUM,LOW,False,NONE,0,False,4735.212479999999
P-89514967,2024-02-03 17:31:00,1579.2,EUR,AU,ACH,ONLINE,0.216,1,NEXT_DAY,False,2024,2,3,5,17,True,7.365306700288633,False,LOW,LOW,True,LOW,1,False,341.10720000000003
P-E3452C3C,2024-02-19 12:19:00,157573.02,USD,JP,SWIFT,API,0.146,0,NEXT_DAY,False,2024,2,19,0,12,False,11.967650595101302,False,HIGH,LOW,False,NONE,1,False,23005.66092
P-58C0FCFF,2024-06-03 21:11:00,213609.51,GBP,GB,RTP,FILE,0.686,1,NEXT_DAY,False,2024,6,3,0,21,False,12.271909588977545,False,HIGH,HIGH,True,LOW,1,False,146536.12386000002
P-E2844845,2024-06-05 10:18:00,92822.26,USD,DE,ACH,FILE,0.554,0,SAME_DAY,False,2024,6,5,2,10,False,11.438452533919417,False,MEDIUM,MEDIUM,False,NONE,0,False,51423.53204
P-FECAE367,2024-04-16 12:34:00,24839.84,GBP,DE,SWIFT,BATCH,0.591,1,NEXT_DAY,False,2024,4,16,1,12,False,10.120244351900773,False,MEDIUM,MEDIUM,True,LOW,1,False,14680.34544
P-7CB83ED8,2024-04-27 15:08:00,385438.11,USD,JP,SWIFT,API,0.096,1,T_PLUS_2,False,2024,4,27,5,15,True,12.862138508796635,False,HIGH,LOW,True,LOW,2,False,37002.05856
P-1C214053,2024-05-12 19:00:00,119025.16,CAD,IN,WIRE,MOBILE,0.145,4,T_PLUS_2,False,2024,5,12,6,19,True,11.687098579866941,False,HIGH,LOW,True,HIGH,2,False,17258.6482
P-46E08B71,2024-02-10 06:46:00,11418.87,GBP,CA,SWIFT,ONLINE,0.349,1,NEXT_DAY,False,2024,2,10,5,6,True,9.343110099607555,False,MEDIUM,MEDIUM,True,LOW,1,False,3985.18563
P-40D711ED,2024-03-02 14:28:00,71677.9,CAD,DE,RTP,ONLINE,0.009,2,SAME_DAY,False,2024,3,2,5,14,True,11.179951701548918,False,MEDIUM,LOW,True,LOW,0,False,645.1010999999999
P-9E408D74,2024-02-17 14:34:00,151505.14,JPY,US,ACH,FILE,0.734,1,SAME_DAY,True,2024,2,17,5,14,True,11.928381431163126,False,HIGH,HIGH,True,LOW,0,False,111204.77276
P-856A4A6E,2024-03-22 06:09:00,134516.54,EUR,IN,SWIFT,API,0.225,1,NEXT_DAY,False,2024,3,22,4,6,False,11.80944987844346,False,HIGH,LOW,True,LOW,1,False,30266.221500000003
P-C70B1F7B,2024-05-31 08:03:00,147793.13,GBP,AU,SWIFT,FILE,0.165,0,NEXT_DAY,False,2024,5,31,4,8,False,11.903575570875338,False,HIGH,LOW,False,NONE,1,False,24385.86645
P-D9DB733C,2024-01-27 04:39:00,32865.01,JPY,GB,ACH,ONLINE,0.533,1,NEXT_DAY,False,2024,1,27,5,4,True,10.400194272006996,False,MEDIUM,MEDIUM,True,LOW,1,False,17517.050330000002
P-4FBF73B4,2024-02-02 08:10:00,24416.2,EUR,AU,WIRE,BATCH,0.172,0,SAME_DAY,False,2024,2,2,4,8,False,10.103043080976063,False,MEDIUM,LOW,False,NONE,0,False,4199.5864
P-50E28EBA,2024-04-24 03:24:00,4691.17,JPY,JP,ACH,ONLINE,0.172,2,SAME_DAY,False,2024,4,24,2,3,False,8.453650441001065,False,LOW,LOW,True,LOW,0,False,806.8812399999999
P-9207FA37,2024-03-07 12:37:00,39967.62,CAD,US,ACH,BATCH,0.174,0,NEXT_DAY,False,2024,3,7,3,12,False,10.595849925214916,False,MEDIUM,LOW,False,NONE,1,False,6954.36588
P-EB3556AF,2024-01-14 21:38:00,18373.56,GBP,US,WIRE,ONLINE,0.151,2,SAME_DAY,False,2024,1,14,6,21,True,9.818722378216107,False,MEDIUM,LOW,True,LOW,0,False,2774.40756
P-62B3EB5D,2024-01-10 05:06:00,285841.83,AUD,US,WIRE,BATCH,0.11,1,NEXT_DAY,False,2024,1,10,2,5,False,12.563197393291997,False,HIGH,LOW,True,LOW,1,False,31442.601300000002
P-EF400EDA,2024-04-03 23:35:00,110144.55,GBP,GB,ACH,API,0.22,1,NEXT_DAY,False,2024,4,3,2,23,False,11.609557951959122,False,HIGH,LOW,True,LOW,1,False,24231.801
P-5F2ECFAC,2024-03-21 11:56:00,155146.62,CAD,GB,WIRE,API,0.129,1,NEXT_DAY,False,2024,3,21,3,11,False,11.952132329765313,False,HIGH,LOW,True,LOW,1,False,20013.91398
P-05E415E4,2024-03-27 15:35:00,59526.0,CAD,JP,SWIFT,API,0.334,1,T_PLUS_2,False,2024,3,27,2,15,False,10.994185270118631,False,MEDIUM,MEDIUM,True,LOW,2,False,19881.684
P-E2540321,2024-01-13 21:18:00,28678.89,GBP,JP,ACH,ONLINE,0.303,0,SAME_DAY,False,2024,1,13,5,21,True,10.263951459280818,False,MEDIUM,MEDIUM,False,NONE,0,False,8689.703669999999
