payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount,amount_z_score,is_extreme_amount,amount_percentile_rank,is_top_1pct_amount,risk_adjusted_amount_z_score,is_extreme_risk_adjusted_amount,risk_score_percentile_rank,is_top_1pct_risk_score,is_high_risk_large_payment,is_large_file_payment,is_high_risk_swift_payment,is_prior_failure_high_value,country_frequency,currency_frequency,is_rare_country,is_rare_currency,rule_anomaly_score,is_rule_based_anomaly,anomaly_reasons
P-D7FF2E57,2024-04-05 21:59:00,99297.48,AUD,GB,WIRE,API,0.483,0,SAME_DAY,False,2024,4,5,4,21,False,11.505885542766055,False,MEDIUM,MEDIUM,False,NONE,0,False,47960.68284,-0.11054357596100116,False,0.6624,False,0.15144860063269652,False,0.8733,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE
P-56B9B3D0,2024-05-09 04:18:00,256230.84,EUR,US,WIRE,FILE,0.354,0,SAME_DAY,False,2024,5,9,3,4,False,12.453837938630796,False,HIGH,MEDIUM,False,NONE,0,False,90705.71736,0.5582212258175402,False,0.8858,False,0.7071082306024362,False,0.6836,False,False,False,False,False,0.1398,0.1634,False,False,0,False,NONE
P-A1827BE6,2024-05-23 12:49:00,10173.78,EUR,GB,SWIFT,ONLINE,0.568,0,T_PLUS_2,False,2024,5,23,3,12,False,9.227667388455425,False,MEDIUM,MEDIUM,False,NONE,2,False,5778.70704,-0.49034041179163773,False,0.074,False,-0.39689160607490864,False,0.9368,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE
P-A9CBFCD0,2024-03-18 19:07:00,77477.12,USD,GB,SWIFT,BATCH,0.402,1,T_PLUS_2,False,2024,3,18,0,19,False,11.257750852900273,False,MEDIUM,MEDIUM,True,LOW,2,False,31145.80224,-0.20353010686900194,False,0.5824,False,-0.06713469066888592,False,0.7647,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE
P-F9CF622A,2024-06-01 07:44:00,34174.41,AUD,JP,ACH,BATCH,0.147,0,NEXT_DAY,False,2024,6,1,5,7,True,10.43926165859407,False,MEDIUM,LOW,False,NONE,1,False,5023.63827,-0.38806275352630704,False,0.32,False,-0.4067070440094271,False,0.2176,False,False,False,False,False,0.1492,0.1594,False,False,0,False,NONE
P-A9254B9D,2024-03-19 05:45:00,31280.53,CAD,CA,ACH,API,0.211,0,SAME_DAY,False,2024,3,19,1,5,False,10.350783106506524,False,MEDIUM,LOW,False,NONE,0,False,6600.19183,-0.4003948993783482,False,0.296,False,-0.3862127999968929,False,0.3647,False,False,False,False,False,0.135,0.1768,False,False,0,False,NONE
P-C97C511C,2024-03-12 05:04:00,132642.14,GBP,GB,SWIFT,API,0.212,0,NEXT_DAY,False,2024,3,12,1,5,False,11.79541764318904,False,HIGH,LOW,False,NONE,1,False,28120.133680000003,0.031553266515785605,False,0.7442,False,-0.10646655438919797,False,0.3675,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-C73DED32,2024-06-07 12:18:00,85901.83,GBP,GB,WIRE,FILE,0.107,2,NEXT_DAY,False,2024,6,7,4,12,False,11.360972052714878,False,MEDIUM,LOW,True,LOW,1,False,9191.49581,-0.16762856551927427,False,0.617,False,-0.3525274134523527,False,0.125,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-45187B57,2024-05-01 03:13:00,121867.97,CAD,JP,WIRE,BATCH,0.264,1,NEXT_DAY,False,2024,5,1,2,3,False,11.710701730153048,False,HIGH,LOW,True,LOW,1,False,32173.14408,-0.01436039814020797,False,0.721,False,-0.053779867282330134,False,0.4961,False,False,False,False,False,0.1492,0.1768,False,False,0,False,NONE
P-E32B6E24,2024-02-11 17:39:00,219906.31,GBP,AU,ACH,API,0.268,0,NEXT_DAY,False,2024,2,11,6,17,True,12.300961418373236,False,HIGH,LOW,False,NONE,1,False,58934.89108,0.4034257947814069,False,0.8586,False,0.29410667912824917,False,0.5048,False,False,False,False,False,0.1456,0.1622,False,False,0,False,NONE
P-1F2CF91C,2024-01-18 04:36:00,469437.28,USD,IN,ACH,BATCH,0.331,0,T_PLUS_2,False,2024,1,18,3,4,False,13.059292109990029,False,HIGH,MEDIUM,False,NONE,2,False,155383.73968000003,1.466791351280402,False,0.9548,False,1.5478834540424895,False,0.6374,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE
P-AD517CF3,2024-06-26 13:53:00,226610.38,CAD,GB,WIRE,ONLINE,0.244,1,SAME_DAY,False,2024,6,26,2,13,False,12.330991846968162,False,HIGH,LOW,True,LOW,0,False,55292.93272,0.43199490236095195,False,0.8656,False,0.24676342025835782,False,0.4493,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE
P-B2E71F78,2024-01-28 01:33:00,52369.5,JPY,DE,ACH,BATCH,0.356,0,NEXT_DAY,False,2024,1,28,6,1,True,10.866098734678788,False,MEDIUM,MEDIUM,False,NONE,1,False,18643.542,-0.31052515567462835,False,0.451,False,-0.2296565221928107,False,0.6875,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE
P-1FAAAE66,2024-02-10 00:35:00,236629.55,AUD,IN,WIRE,API,0.309,1,NEXT_DAY,False,2024,2,10,5,0,True,12.37425534307016,False,HIGH,MEDIUM,True,LOW,1,False,73118.53095,0.4746911668074374,False,0.8744,False,0.47848543025782597,False,0.5948,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE
P-A30BE50F,2024-06-01 13:36:00,28237.13,JPY,GB,WIRE,API,0.318,1,NEXT_DAY,False,2024,6,1,5,13,True,10.248428471284347,False,MEDIUM,MEDIUM,True,LOW,1,False,8979.40734,-0.4133642183155889,False,0.2682,False,-0.35528443545700006,False,0.614,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE
P-355489E6,2024-06-17 02:27:00,87427.08,EUR,JP,SWIFT,ONLINE,0.409,1,NEXT_DAY,False,2024,6,17,0,2,False,11.37857179150832,False,MEDIUM,MEDIUM,True,LOW,1,False,35757.67572,-0.16112877787748336,False,0.6236,False,-0.007183121085639374,False,0.7782,False,False,False,False,False,0.1492,0.1634,False,False,0,False,NONE
P-A0A7B97E,2024-05-02 18:20:00,58073.22,USD,AU,WIRE,API,0.041,1,SAME_DAY,False,2024,5,2,3,18,False,10.969477126640106,False,MEDIUM,LOW,True,LOW,0,False,2381.0020200000004,-0.2862189968362507,False,0.4876,False,-0.4410597190583282,False,0.0204,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE
P-59E93828,2024-01-30 12:37:00,506099.41,GBP,IN,ACH,FILE,0.212,1,SAME_DAY,False,2024,1,30,1,12,False,13.13449036731842,True,VERY_HIGH,LOW,True,LOW,0,True,107293.07491999998,1.623025450277767,False,0.9592,False,0.9227338598121365,False,0.3675,False,False,True,False,False,0.1428,0.1622,False,False,1,True,is_large_file_payment
P-E9594CDE,2024-01-27 08:24:00,50534.81,EUR,US,ACH,API,0.444,2,NEXT_DAY,False,2024,1,27,5,8,True,10.83043747287541,False,MEDIUM,MEDIUM,True,LOW,1,False,22437.45564,-0.3183436086420221,False,0.4406,False,-0.18033793646671484,False,0.8247,False,False,False,False,False,0.1398,0.1634,False,False,0,False,NONE
P-34BD5827,2024-03-10 20:36:00,750259.28,AUD,JP,SWIFT,BATCH,0.038,1,NEXT_DAY,False,2024,3,10,6,20,True,13.52817546530804,True,VERY_HIGH,LOW,True,LOW,1,True,28509.85264,2.663502293842605,False,0.982,False,-0.1014004433066471,False,0.0178,False,False,False,False,False,0.1492,0.1594,False,False,0,False,NONE
P-48AB3438,2024-06-27 23:27:00,41294.53,AUD,JP,RTP,ONLINE,0.129,0,SAME_DAY,False,2024,6,27,3,23,False,10.62850954064605,False,MEDIUM,LOW,False,NONE,0,False,5326.99437,-0.3577206666657477,False,0.374,False,-0.4027635979421138,False,0.1747,False,False,False,False,False,0.1492,0.1594,False,False,0,False,NONE
P-B6802B56,2024-02-24 05:22:00,12872.65,GBP,AU,WIRE,FILE,0.347,1,T_PLUS_2,False,2024,2,24,5,5,True,9.4629378656654,False,MEDIUM,MEDIUM,True,LOW,2,False,4466.80955,-0.47883929271424047,False,0.1086,False,-0.4139454810345968,False,0.6699,False,False,False,False,False,0.1456,0.1622,False,False,0,False,NONE
P-6E55BF0E,2024-06-06 18:32:00,11185.18,AUD,CA,ACH,BATCH,0.149,1,SAME_DAY,False,2024,6,6,3,18,False,9.322434366795068,False,MEDIUM,LOW,True,LOW,0,False,1666.59182,-0.4860303739480663,False,0.0874,False,-0.4503466201413737,False,0.2214,False,False,False,False,False,0.135,0.1594,False,False,0,False,NONE
P-651E4A7B,2024-03-30 17:55:00,48292.15,CAD,CA,WIRE,FILE,0.242,0,SAME_DAY,False,2024,3,30,5,17,True,10.78504500763681,False,MEDIUM,LOW,False,NONE,0,False,11686.7003,-0.3279006083160026,False,0.4244,False,-0.3200912622319458,False,0.4448,False,False,False,False,False,0.135,0.1768,False,False,0,False,NONE
P-10B21BBB,2024-05-09 10:39:00,14501.33,EUR,AU,SWIFT,ONLINE,0.34,1,SAME_DAY,False,2024,5,9,3,10,False,9.582064605154638,False,MEDIUM,MEDIUM,True,LOW,0,False,4930.452200000001,-0.4718987425510331,False,0.1258,False,-0.40791840663331985,False,0.6583,False,False,False,False,False,0.1456,0.1634,False,False,0,False,NONE
P-A493AE9C,2024-02-18 08:25:00,120250.01,JPY,AU,SWIFT,ONLINE,0.086,1,NEXT_DAY,False,2024,2,18,6,8,True,11.697336587101134,False,HIGH,LOW,True,LOW,1,False,10341.500859999998,-0.021255265481897545,False,0.718,False,-0.3375780424266411,False,0.0806,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE
P-2B41BC7A,2024-04-05 10:45:00,46470.34,AUD,AU,WIRE,API,0.142,0,NEXT_DAY,True,2024,4,5,4,10,False,10.746591057471328,False,MEDIUM,LOW,False,NONE,1,False,6598.788279999999,-0.33566417371425933,False,0.41,False,-0.3862310452991228,False,0.2047,False,False,False,False,False,0.1456,0.1594,False,False,0,False,NONE
P-56310115,2024-01-31 22:51:00,33749.11,AUD,DE,ACH,ONLINE,0.517,0,T_PLUS_2,False,2024,1,31,2,22,False,10.426738955554624,False,MEDIUM,MEDIUM,False,NONE,2,False,17448.28987,-0.38987515128670935,False,0.3172,False,-0.24519407792845044,False,0.9035,False,False,False,False,False,0.1448,0.1594,False,False,0,False,NONE
P-FD225262,2024-04-11 16:31:00,27886.89,USD,JP,SWIFT,ONLINE,0.458,1,NEXT_DAY,False,2024,4,11,3,16,False,10.2359478234032,False,MEDIUM,MEDIUM,True,LOW,1,False,12772.19562,-0.41485675109622216,False,0.2662,False,-0.3059804787311659,False,0.8483,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE
P-118AAE18,2024-04-07 21:23:00,96670.11,CAD,CA,ACH,ONLINE,0.356,2,SAME_DAY,False,2024,4,7,6,21,True,11.479069877755409,False,MEDIUM,MEDIUM,True,LOW,0,False,34414.55916,-0.12174000084637214,False,0.655,False,-0.024642825098432648,False,0.6875,False,False,False,False,False,0.135,0.1768,False,False,0,False,NONE
P-3B846F0C,2024-01-27 12:58:00,70363.87,JPY,AU,WIRE,MOBILE,0.289,0,NEXT_DAY,False,2024,1,27,5,12,True,11.161449411919548,False,MEDIUM,LOW,False,NONE,1,False,20335.15843,-0.23384291751838338,False,0.5498,False,-0.20766653037037502,False,0.5517,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE
P-D7607BCB,2024-04-12 14:52:00,109730.6,GBP,IN,WIRE,FILE,0.404,2,SAME_DAY,False,2024,4,12,4,14,False,11.605792663123411,False,HIGH,MEDIUM,True,LOW,0,False,44331.16240000001,-0.0660832812936867,False,0.692,False,0.1042670272100719,False,0.7686,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-DECE7265,2024-03-19 03:09:00,7313.26,USD,GB,WIRE,ONLINE,0.442,1,SAME_DAY,False,2024,3,19,1,3,False,8.897581146341105,False,LOW,MEDIUM,True,LOW,0,False,3232.46092,-0.5025303954304482,False,0.042,False,-0.42999126765522844,False,0.8217,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE
P-AD6B685E,2024-06-22 22:44:00,127660.91,USD,AU,ACH,BATCH,0.367,2,T_PLUS_2,False,2024,6,22,5,22,True,11.75714072031492,False,HIGH,MEDIUM,True,LOW,2,False,46851.55397,0.010325967912331688,False,0.7332,False,0.13703059525701725,False,0.7082,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE
P-FD7D170C,2024-01-09 21:47:00,141648.8,AUD,IN,ACH,API,0.273,2,NEXT_DAY,False,2024,1,9,1,21,False,11.86111309332685,False,HIGH,LOW,True,LOW,1,False,38670.1224,0.06993476290117301,False,0.7616,False,0.030676926582779204,False,0.5173,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE
P-19C3F263,2024-05-23 23:02:00,585607.91,USD,GB,WIRE,ONLINE,0.103,0,NEXT_DAY,False,2024,5,23,3,23,False,13.280407456677423,True,VERY_HIGH,LOW,False,NONE,1,True,60317.61473,1.9618475225395804,False,0.9686,False,0.3120812513876286,False,0.1158,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE
P-1C12B806,2024-01-01 09:58:00,112490.25,USD,JP,WIRE,API,0.247,4,SAME_DAY,False,2024,1,1,0,9,False,11.630630719823984,False,HIGH,LOW,True,HIGH,0,False,27785.09175,-0.05432315084578098,False,0.6992,False,-0.11082189710768477,False,0.4567,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE
P-DB4515F1,2024-03-04 16:32:00,176635.69,GBP,IN,RTP,API,0.361,0,T_PLUS_2,False,2024,3,4,0,16,False,12.08185030321776,False,HIGH,MEDIUM,False,NONE,2,False,63765.48409,0.21902989828664898,False,0.815,False,0.3569014704908603,False,0.6958,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-72BDF30D,2024-02-03 16:16:00,98059.61,JPY,US,SWIFT,BATCH,0.224,1,T_PLUS_2,False,2024,2,3,5,16,True,11.493341035867092,False,MEDIUM,LOW,True,LOW,2,False,21965.35264,-0.11581870602370803,False,0.6588,False,-0.18647499030778408,False,0.3995,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE
P-6083B803,2024-04-17 03:04:00,103403.5,AUD,DE,ACH,BATCH,0.258,1,NEXT_DAY,False,2024,4,17,2,3,False,11.546403760418965,False,HIGH,LOW,True,LOW,1,False,26678.103,-0.09304594734081022,False,0.6748,False,-0.12521208221603605,False,0.4815,False,False,False,False,False,0.1448,0.1594,False,False,0,False,NONE
P-395011F5,2024-03-22 05:05:00,142498.94,JPY,DE,ACH,BATCH,0.147,1,NEXT_DAY,False,2024,3,22,4,5,False,11.867096857638122,False,HIGH,LOW,True,LOW,1,False,20947.34418,0.07355759815165142,False,0.7632,False,-0.1997084853918738,False,0.2176,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE
P-FA8FAA0C,2024-01-14 16:57:00,231399.66,AUD,DE,WIRE,API,0.152,4,NEXT_DAY,False,2024,1,14,6,16,True,12.351905945941622,False,HIGH,LOW,True,HIGH,1,False,35172.74832,0.45240421424888916,False,0.8702,False,-0.014786823978687412,False,0.2278,False,False,False,False,False,0.1448,0.1594,False,False,0,False,NONE
P-CD265715,2024-01-15 18:25:00,11042.06,JPY,US,SWIFT,BATCH,0.35,0,SAME_DAY,False,2024,1,15,0,18,False,9.309557455338537,False,MEDIUM,MEDIUM,False,NONE,0,False,3864.721,-0.48664027370698654,False,0.085,False,-0.42177226851199323,False,0.6746,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE
P-42DCBADF,2024-04-21 02:02:00,56127.03,CAD,JP,WIRE,ONLINE,0.296,1,T_PLUS_2,False,2024,4,21,6,2,True,10.9353906102243,False,MEDIUM,LOW,True,LOW,2,False,16613.600879999998,-0.29451260228491616,False,0.4762,False,-0.25604453063088556,False,0.5662,False,False,False,False,False,0.1492,0.1768,False,False,0,False,NONE
P-0B9F57DD,2024-01-05 08:43:00,17027.24,GBP,GB,RTP,API,0.048,1,T_PLUS_2,False,2024,1,5,4,8,False,9.742628421281417,False,MEDIUM,LOW,True,LOW,2,False,817.3075200000001,-0.4611346851163332,False,0.154,False,-0.46138680305797203,False,0.0264,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-A6B5A6FA,2024-04-15 13:28:00,211038.63,JPY,US,ACH,FILE,0.245,5,T_PLUS_2,True,2024,4,15,0,13,False,12.259801214727467,False,HIGH,LOW,True,HIGH,2,False,51704.46435,0.36563655572200277,False,0.8508,False,0.20011549894952477,False,0.4519,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE
P-E134FCED,2024-02-13 06:44:00,170933.17,EUR,GB,ACH,BATCH,0.291,0,NEXT_DAY,False,2024,2,13,1,6,False,12.049033790604296,False,HIGH,LOW,False,NONE,1,False,49741.55247,0.19472885319694874,False,0.808,False,0.17459883014455113,False,0.5563,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE
P-B20331B4,2024-02-25 11:43:00,18777.36,USD,GB,RTP,BATCH,0.209,1,NEXT_DAY,False,2024,2,25,6,11,True,9.840460422005478,False,MEDIUM,LOW,True,LOW,1,False,3924.46824,-0.4536766235869767,False,0.1746,False,-0.42099559048042956,False,0.3599,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE
P-2A3BC7A9,2024-03-10 05:16:00,162069.63,JPY,IN,ACH,API,0.52,2,NEXT_DAY,False,2024,3,10,6,5,True,11.99578750685384,False,HIGH,MEDIUM,True,LOW,1,False,84276.20760000001,0.15695725657048143,False,0.7962,False,0.6235284872650708,False,0.9057,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE
P-9849F74B,2024-02-25 18:03:00,193397.01,CAD,DE,SWIFT,BATCH,0.086,0,SAME_DAY,False,2024,2,25,6,18,True,12.172505572393067,False,HIGH,LOW,False,NONE,0,False,16632.14286,0.2904575466040412,False,0.8366,False,-0.2558034960905839,False,0.0806,False,False,False,False,False,0.1448,0.1768,False,False,0,False,NONE
P-9B0FE1CF,2024-03-07 17:16:00,59884.46,GBP,JP,SWIFT,BATCH,0.152,1,NEXT_DAY,False,2024,3,7,3,17,False,11.000189016741436,False,MEDIUM,LOW,True,LOW,1,False,9102.43792,-0.27850047504092706,False,0.496,False,-0.35368511222974247,False,0.2278,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE
P-A35AAC6A,2024-01-10 12:36:00,59743.77,EUR,US,SWIFT,API,0.116,1,NEXT_DAY,False,2024,1,10,2,12,False,10.997836934581908,False,MEDIUM,LOW,True,LOW,1,False,6930.27732,-0.27910001945877566,False,0.4948,False,-0.38192188800462484,False,0.1458,False,False,False,False,False,0.1398,0.1634,False,False,0,False,NONE
P-46029722,2024-02-14 14:37:00,74043.41,AUD,US,SWIFT,API,0.326,0,NEXT_DAY,False,2024,2,14,2,14,False,11.212420327312367,False,MEDIUM,MEDIUM,False,NONE,1,False,24138.151660000003,-0.2181627151781275,False,0.5684,False,-0.1582299154585191,False,0.6291,False,False,False,False,False,0.1398,0.1594,False,False,0,False,NONE
P-30186B53,2024-01-02 21:29:00,1051945.1,GBP,IN,SWIFT,ONLINE,0.463,3,SAME_DAY,True,2024,1,2,1,21,False,13.866152435225752,True,VERY_HIGH,MEDIUM,True,HIGH,0,True,487050.5813000001,3.949123513012938,True,0.9904,True,5.859352062204968,True,0.8547,False,False,False,False,True,0.1428,0.1622,False,False,4,True,is_extreme_amount; is_top_1pct_amount; is_extreme_risk_adjusted_amount; is_prior_failure_high_value
P-0307B860,2024-06-24 14:44:00,21817.99,JPY,JP,ACH,FILE,0.269,0,SAME_DAY,True,2024,6,24,0,14,False,9.990535970506398,False,MEDIUM,LOW,False,NONE,0,False,5869.039310000001,-0.4407191088862662,False,0.2078,False,-0.395717341127268,False,0.5081,False,False,False,False,False,0.1492,0.1758,False,False,0,False,NONE
P-7D95CCA7,2024-02-18 06:10:00,20147.09,JPY,AU,WIRE,ONLINE,0.183,3,NEXT_DAY,False,2024,2,18,6,6,True,9.910864773800174,False,MEDIUM,LOW,True,HIGH,1,False,3686.91747,-0.44783957777377215,False,0.1912,False,-0.42408360700537745,False,0.2996,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE
P-6CC6598A,2024-05-05 09:54:00,122622.96,AUD,CA,SWIFT,API,0.327,0,NEXT_DAY,False,2024,5,5,6,9,True,11.716877715690009,False,HIGH,MEDIUM,False,NONE,1,False,40097.70792,-0.011143040545272232,False,0.723,False,0.04923467605476065,False,0.6304,False,False,False,False,False,0.135,0.1594,False,False,0,False,NONE
P-AC20B61E,2024-06-21 00:21:00,11541.7,EUR,DE,RTP,ONLINE,0.267,3,SAME_DAY,False,2024,6,21,4,0,False,9.35380848149982,False,MEDIUM,LOW,True,HIGH,0,False,3081.6339000000003,-0.48451107921602155,False,0.0916,False,-0.43195192781292285,False,0.5026,False,False,False,False,False,0.1448,0.1634,False,False,0,False,NONE
P-46286BD2,2024-04-30 21:03:00,27430.71,EUR,IN,SWIFT,BATCH,0.384,1,SAME_DAY,False,2024,4,30,1,21,False,10.21945492249166,False,MEDIUM,MEDIUM,True,LOW,0,False,10533.39264,-0.41680074265592204,False,0.2618,False,-0.33508356519282007,False,0.7368,False,False,False,False,False,0.1428,0.1634,False,False,0,False,NONE
P-898D9CE0,2024-02-14 08:51:00,18409.79,JPY,CA,SWIFT,FILE,0.16,1,NEXT_DAY,False,2024,2,14,2,8,False,9.820692184767616,False,MEDIUM,LOW,True,LOW,1,False,2945.5664,-0.4552430074214255,False,0.1696,False,-0.43372072312564,False,0.2465,False,False,False,False,False,0.135,0.1758,False,False,0,False,NONE
P-E771E350,2024-03-20 23:24:00,152061.94,USD,CA,ACH,MOBILE,0.098,0,T_PLUS_2,False,2024,3,20,2,23,False,11.932049793068751,False,HIGH,LOW,False,NONE,2,False,14902.07012,0.11430991365300938,False,0.7816,False,-0.27829339671469816,False,0.1052,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE
P-79BF9800,2024-03-21 05:09:00,5832.75,JPY,DE,RTP,API,0.377,2,NEXT_DAY,False,2024,3,21,3,5,False,8.671415297264025,False,LOW,MEDIUM,True,LOW,1,False,2198.94675,-0.508839525475718,False,0.0286,False,-0.4434263276035829,False,0.7256,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE
P-9F27F483,2024-04-06 05:07:00,453112.09,AUD,CA,SWIFT,FILE,0.264,2,NEXT_DAY,False,2024,4,6,5,5,True,13.02389702010771,False,HIGH,LOW,True,LOW,1,False,119621.59176,1.3972222523052258,False,0.952,False,1.0829971320802838,False,0.4961,False,False,False,False,False,0.135,0.1594,False,False,0,False,NONE
P-A18F3ED4,2024-06-26 00:44:00,30488.97,JPY,GB,WIRE,ONLINE,0.19,3,SAME_DAY,False,2024,6,26,2,0,False,10.32515305605266,False,MEDIUM,LOW,True,HIGH,0,False,5792.9043,-0.40376809846422657,False,0.2902,False,-0.3967070502703159,False,0.3171,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE
P-28AFAD13,2024-06-19 07:24:00,199633.52,GBP,GB,SWIFT,ONLINE,0.586,0,SAME_DAY,False,2024,6,19,2,7,False,12.204243573797868,False,HIGH,MEDIUM,False,NONE,0,False,116985.24271999998,0.31703416724059597,False,0.842,False,1.0487261869637914,False,0.9485,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-00E64ECA,2024-06-11 13:41:00,93352.27,JPY,GB,ACH,BATCH,0.286,1,NEXT_DAY,False,2024,6,11,1,13,False,11.444146177815377,False,MEDIUM,LOW,True,LOW,1,False,26698.74922,-0.13587883410612592,False,0.644,False,-0.12494369382673419,False,0.5467,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE
P-E4C02858,2024-01-22 12:33:00,13790.71,AUD,US,WIRE,FILE,0.403,1,NEXT_DAY,False,2024,1,22,0,12,False,9.531822966000275,False,MEDIUM,MEDIUM,True,LOW,1,False,5557.65613,-0.47492701928862335,False,0.1178,False,-0.3997651343860767,False,0.7665,False,False,False,False,False,0.1398,0.1594,False,False,0,False,NONE
P-B327534F,2024-01-04 04:10:00,6238.58,GBP,DE,ACH,FILE,0.448,1,SAME_DAY,False,2024,1,4,3,4,False,8.738668151405902,False,LOW,MEDIUM,True,LOW,0,False,2794.88384,-0.5071100982876059,False,0.0312,False,-0.43567950539059097,False,0.8319,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE
P-73C9F84B,2024-03-10 22:16:00,17255.83,EUR,AU,SWIFT,API,0.193,0,T_PLUS_2,False,2024,3,10,6,22,True,9.75596328612413,False,MEDIUM,LOW,False,NONE,2,False,3330.37519,-0.46016055860786775,False,0.1584,False,-0.4287184412872558,False,0.3229,False,False,False,False,False,0.1456,0.1634,False,False,0,False,NONE
P-B3BCECDA,2024-06-01 15:30:00,17312.72,CAD,JP,ACH,FILE,0.212,0,NEXT_DAY,False,2024,6,1,5,15,True,9.759254529760929,False,MEDIUM,LOW,False,NONE,1,False,3670.29664,-0.4599181243059884,False,0.1596,False,-0.4242996677560892,False,0.3675,False,False,False,False,False,0.1492,0.1768,False,False,0,False,NONE
P-1680E198,2024-05-05 14:04:00,25179.72,JPY,GB,WIRE,API,0.23,0,NEXT_DAY,False,2024,5,5,6,14,True,10.133833901311853,False,MEDIUM,LOW,False,NONE,1,False,5791.3356,-0.42639324026863784,False,0.2388,False,-0.3967274424227922,False,0.414,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE
P-9534A0D6,2024-02-27 11:37:00,18614.11,USD,CA,SWIFT,ONLINE,0.582,0,T_PLUS_2,False,2024,2,27,1,11,False,9.83172889550236,False,MEDIUM,MEDIUM,False,NONE,2,False,10833.41202,-0.4543723064799597,False,0.1724,False,-0.3311834944700663,False,0.9461,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE
P-0EEC1023,2024-01-05 19:06:00,220498.54,USD,AU,SWIFT,BATCH,0.262,2,SAME_DAY,False,2024,1,5,4,19,False,12.303650887699062,False,HIGH,LOW,True,LOW,0,False,57770.61748000001,0.4059495575974029,False,0.8594,False,0.27897182557100536,False,0.4917,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE
P-54A716CA,2024-06-22 17:20:00,56054.45,JPY,CA,WIRE,API,0.144,1,SAME_DAY,False,2024,6,22,5,17,True,10.93409665838528,False,MEDIUM,LOW,True,LOW,0,False,8071.840799999999,-0.29482189885075205,False,0.4758,False,-0.36708225229004904,False,0.2083,False,False,False,False,False,0.135,0.1758,False,False,0,False,NONE
P-64D23D9A,2024-05-07 21:33:00,103776.11,JPY,AU,ACH,BATCH,0.278,1,SAME_DAY,False,2024,5,7,1,21,False,11.55000070516455,False,HIGH,LOW,True,LOW,0,False,28849.75858,-0.09145808576191646,False,0.6766,False,-0.09698187139611221,False,0.528,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE
P-AF7FF6F5,2024-06-20 13:07:00,273676.35,AUD,GB,ACH,MOBILE,0.155,0,SAME_DAY,False,2024,6,20,3,13,False,12.519705136763331,False,HIGH,LOW,False,NONE,0,False,42419.83424999999,0.6325645205579036,False,0.8966,False,0.07942091573757248,False,0.2344,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE
