payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount,amount_z_score,is_extreme_amount,amount_percentile_rank,is_top_1pct_amount,risk_adjusted_amount_z_score,is_extreme_risk_adjusted_amount,risk_score_percentile_rank,is_top_1pct_risk_score,is_high_risk_large_payment,is_large_file_payment,is_high_risk_swift_payment,is_prior_failure_high_value,country_frequency,currency_frequency,is_rare_country,is_rare_currency,rule_anomaly_score,is_rule_based_anomaly,anomaly_reasons,is_isolation_forest_anomaly,isolation_forest_anomaly_score,isolation_forest_anomaly_rank,anomaly_source,recommended_action,is_combined_anomaly
P-23924C1D,2024-03-23 13:26:00,293171.92,EUR,DE,WIRE,BATCH,0.269,0,NEXT_DAY,False,2024,3,23,5,13,True,12.58851788456546,False,HIGH,LOW,False,NONE,1,False,78863.24648,0.7156440583095306,False,0.909,False,0.5531632622335532,False,0.5081,False,False,False,False,False,0.1448,0.1634,False,False,0,False,NONE,False,0.0668814290254352,1523.0,NORMAL,No anomaly review needed,False
P-D1052C41,2024-03-02 09:23:00,72660.91,EUR,DE,WIRE,BATCH,0.207,2,NEXT_DAY,False,2024,3,2,5,9,True,11.193572592245005,False,MEDIUM,LOW,True,LOW,1,False,15040.80837,-0.2240541798001736,False,0.562,False,-0.2764898832651634,False,0.3563,False,False,False,False,False,0.1448,0.1634,False,False,0,False,NONE,False,0.10581945426126643,4449.0,NORMAL,No anomaly review needed,False
P-ECBFA746,2024-01-24 23:14:00,32733.96,GBP,CA,WIRE,FILE,0.289,1,SAME_DAY,False,2024,1,24,2,23,False,10.396198898940735,False,MEDIUM,LOW,True,LOW,0,False,9460.11444,-0.3942011695948976,False,0.3092,False,-0.349035533512966,False,0.5517,False,False,False,False,False,0.135,0.1622,False,False,0,False,NONE,False,0.10637328054076134,4481.0,NORMAL,No anomaly review needed,False
P-C8D4A2A2,2024-04-21 20:50:00,126288.14,GBP,GB,RTP,ONLINE,0.029,1,SAME_DAY,False,2024,4,21,6,20,True,11.746329318893377,False,HIGH,LOW,True,LOW,0,False,3662.35606,0.0044759672691444,False,0.7306,False,-0.4244028904998322,False,0.0112,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.0692874521285553,1665.0,NORMAL,No anomaly review needed,False
P-1224F294,2024-03-17 23:11:00,137685.75,EUR,AU,WIRE,BATCH,0.112,0,SAME_DAY,False,2024,3,17,6,23,True,11.832736456412295,False,HIGH,LOW,False,NONE,0,False,15420.804,0.0530463948213177,False,0.7546,False,-0.2715501695995416,False,0.1357,False,False,False,False,False,0.1456,0.1634,False,False,0,False,NONE,False,0.07284009295893634,1901.0,NORMAL,No anomaly review needed,False
P-7AD11701,2024-04-26 12:58:00,134384.65,USD,CA,WIRE,ONLINE,0.08,1,SAME_DAY,False,2024,4,26,4,12,False,11.808468930537442,False,HIGH,LOW,True,LOW,0,False,10750.772,0.0389788983556131,False,0.748,False,-0.332257764813968,False,0.0698,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE,False,0.08819639400508683,3059.0,NORMAL,No anomaly review needed,False
P-9DF90B20,2024-05-09 10:32:00,11030.73,CAD,JP,ACH,BATCH,0.105,0,SAME_DAY,False,2024,5,9,3,10,False,9.30853094491693,False,MEDIUM,LOW,False,NONE,0,False,1158.2266499999998,-0.4866885560174153,False,0.0846,False,-0.4569550602894227,False,0.1208,False,False,False,False,False,0.1492,0.1768,False,False,0,False,NONE,False,0.07848648584360779,2272.0,NORMAL,No anomaly review needed,False
P-75669008,2024-03-16 08:47:00,47699.14,JPY,CA,WIRE,ONLINE,0.216,0,NEXT_DAY,False,2024,3,16,5,8,True,10.772689611882608,False,MEDIUM,LOW,False,NONE,1,False,10303.01424,-0.3304276950686388,False,0.4198,False,-0.3380783452400118,False,0.3778,False,False,False,False,False,0.135,0.1758,False,False,0,False,NONE,False,0.08593324001108893,2866.0,NORMAL,No anomaly review needed,False
P-7BE43EC8,2024-02-08 09:43:00,313436.82,AUD,JP,RTP,BATCH,0.232,1,SAME_DAY,False,2024,2,8,3,9,False,12.65535627807506,False,HIGH,LOW,True,LOW,0,False,72717.34224,0.802002062952788,False,0.919,False,0.4732702193532159,False,0.4193,False,False,False,False,False,0.1492,0.1594,False,False,0,False,NONE,False,0.07279884483035337,1897.0,NORMAL,No anomaly review needed,False
P-58522BBA,2024-01-31 23:54:00,11263.54,GBP,JP,ACH,BATCH,0.114,3,NEXT_DAY,False,2024,1,31,2,23,False,9.329415017589632,False,MEDIUM,LOW,True,HIGH,1,False,1284.04356,-0.4856964461594344,False,0.089,False,-0.4553195164551599,False,0.1412,False,False,False,False,False,0.1492,0.1622,False,False,0,False,NONE,False,0.06404797810661778,1364.0,NORMAL,No anomaly review needed,False
P-1729F3B5,2024-06-19 03:59:00,50783.65,AUD,AU,SWIFT,API,0.38,0,NEXT_DAY,False,2024,6,19,2,3,False,10.835349422551094,False,MEDIUM,MEDIUM,False,NONE,1,False,19297.787,-0.3172831876246261,False,0.442,False,-0.2211517323688732,False,0.7298,False,False,False,False,False,0.1456,0.1594,False,False,0,False,NONE,False,0.08446346862628046,2769.0,NORMAL,No anomaly review needed,False
P-7DC58648,2024-06-23 10:24:00,128544.4,GBP,GB,ACH,API,0.123,5,SAME_DAY,False,2024,6,23,6,10,True,11.764037428312047,False,HIGH,LOW,True,HIGH,0,False,15810.9612,0.0140909227614684,False,0.7352,False,-0.2664783616616958,False,0.1605,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.05576017300438585,970.0,NORMAL,No anomaly review needed,False
P-77078B9B,2024-02-19 04:13:00,147518.3,GBP,GB,WIRE,ONLINE,0.146,0,SAME_DAY,False,2024,2,19,0,4,False,11.901714293659856,False,HIGH,LOW,False,NONE,0,False,21537.6718,0.0949473861193284,False,0.7736,False,-0.1920345829006583,False,0.2149,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.09037844245649951,3233.0,NORMAL,No anomaly review needed,False
P-47649F15,2024-01-20 23:53:00,36702.71,JPY,US,WIRE,BATCH,0.205,1,SAME_DAY,False,2024,1,20,5,23,True,10.510633118851676,False,MEDIUM,LOW,True,LOW,0,False,7524.055549999999,-0.3772885112088248,False,0.3426,False,-0.3742031296676416,False,0.3511,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.10466717830720307,4366.0,NORMAL,No anomaly review needed,False
P-7979937B,2024-01-31 03:01:00,28990.24,JPY,IN,SWIFT,API,0.232,3,SAME_DAY,False,2024,1,31,2,3,False,10.274748994371077,False,MEDIUM,LOW,True,HIGH,0,False,6725.735680000001,-0.4101548722602477,False,0.276,False,-0.3845808057776968,False,0.4193,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.07053359249429508,1736.0,NORMAL,No anomaly review needed,False
P-09AD0959,2024-02-20 20:29:00,31520.0,JPY,AU,WIRE,FILE,0.386,3,SAME_DAY,False,2024,2,20,1,20,False,10.358409269356883,False,MEDIUM,MEDIUM,True,HIGH,0,False,12166.72,-0.399374408215208,False,0.298,False,-0.3138512960727095,False,0.74,False,False,False,False,False,0.1456,0.1758,False,False,0,False,NONE,False,0.060421210305825424,1166.0,NORMAL,No anomaly review needed,False
P-BE3A670C,2024-04-19 10:27:00,282050.13,GBP,IN,ACH,API,0.405,0,SAME_DAY,False,2024,4,19,4,10,False,12.549843645541944,False,HIGH,MEDIUM,False,NONE,0,False,114230.30265,0.6682490258908496,False,0.9004,False,1.0129136300884718,False,0.7711,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.07061969114522593,1740.0,NORMAL,No anomaly review needed,False
P-49EB0BD5,2024-03-26 11:34:00,41870.11,GBP,DE,WIRE,MOBILE,0.181,1,SAME_DAY,False,2024,3,26,1,11,False,10.642351369289925,False,MEDIUM,LOW,True,LOW,0,False,7578.48991,-0.3552678571126502,False,0.379,False,-0.3734955158670003,False,0.2947,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE,False,0.10526147856564888,4418.0,NORMAL,No anomaly review needed,False
P-1061F6FD,2024-03-03 23:09:00,264436.34,USD,GB,RTP,ONLINE,0.641,1,NEXT_DAY,False,2024,3,3,6,23,True,12.485359602404335,False,HIGH,HIGH,True,LOW,1,False,169503.69394000003,0.5931886131276305,False,0.8918,False,1.7314343307093507,False,0.9748,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE,False,0.019064001833319466,267.0,NORMAL,No anomaly review needed,False
P-0C753C93,2024-06-27 11:07:00,35580.2,CAD,JP,ACH,BATCH,0.168,0,NEXT_DAY,False,2024,6,27,3,11,False,10.479572687463904,False,MEDIUM,LOW,False,NONE,1,False,5977.4736,-0.3820720395653477,False,0.331,False,-0.3943077608535817,False,0.2626,False,False,False,False,False,0.1492,0.1768,False,False,0,False,NONE,False,0.10287228945430371,4265.0,NORMAL,No anomaly review needed,False
P-B061D5D8,2024-04-02 01:59:00,37694.71,JPY,DE,SWIFT,BATCH,0.344,1,NEXT_DAY,False,2024,4,2,1,1,False,10.537301573857729,False,MEDIUM,MEDIUM,True,LOW,1,False,12966.98024,-0.3730611456355374,False,0.3512,False,-0.3034483963246736,False,0.6644,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE,False,0.10826076157575731,4576.0,NORMAL,No anomaly review needed,False
P-78BA33A0,2024-04-14 12:22:00,222145.15,AUD,IN,ACH,BATCH,0.039,1,SAME_DAY,False,2024,4,14,6,12,True,12.311090777581422,False,HIGH,LOW,True,LOW,0,False,8663.66085,0.4129665156887644,False,0.861,False,-0.3593889491102889,False,0.0189,False,False,False,False,False,0.1428,0.1594,False,False,0,False,NONE,False,0.08120755962554782,2499.0,NORMAL,No anomaly review needed,False
P-6F7369B1,2024-04-25 08:27:00,415559.53,JPY,GB,SWIFT,API,0.166,1,NEXT_DAY,False,2024,4,25,3,8,False,12.937383562571084,False,HIGH,LOW,True,LOW,1,False,68982.88198,1.2371936239455397,False,0.9474,False,0.4247244916561806,False,0.2589,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.07462349868179169,2010.0,NORMAL,No anomaly review needed,False
P-29C4B78A,2024-02-17 11:45:00,194820.84,AUD,US,SWIFT,ONLINE,0.308,0,SAME_DAY,False,2024,2,17,5,11,True,12.179840778895889,False,HIGH,MEDIUM,False,NONE,0,False,60004.81872,0.2965251372534501,False,0.8384,False,0.3080150921921953,False,0.5922,False,False,False,False,False,0.1398,0.1594,False,False,0,False,NONE,False,0.06034853064164647,1163.0,NORMAL,No anomaly review needed,False
P-E0A0298B,2024-03-03 01:35:00,15970.79,USD,AU,SWIFT,BATCH,0.644,0,SAME_DAY,True,2024,3,3,6,1,True,9.67857932008766,False,MEDIUM,HIGH,False,NONE,0,False,10285.18876,-0.4656367016081673,False,0.1438,False,-0.3383100657130927,False,0.9753,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE,False,0.039402763281033426,513.0,NORMAL,No anomaly review needed,False
P-ECAC8503,2024-05-22 22:02:00,94106.09,JPY,DE,ACH,BATCH,0.133,1,SAME_DAY,False,2024,5,22,2,22,False,11.45218866811241,False,MEDIUM,LOW,True,LOW,0,False,12516.10997,-0.1326664624161506,False,0.6468,False,-0.3093094375007039,False,0.184,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE,False,0.11320125851172969,4789.0,NORMAL,No anomaly review needed,False
P-61E589DA,2024-02-13 17:16:00,40804.29,JPY,IN,SWIFT,FILE,0.656,2,SAME_DAY,False,2024,2,13,1,17,False,10.616567008850271,False,MEDIUM,HIGH,True,LOW,0,False,26767.614240000003,-0.35980980345874,False,0.3708,False,-0.124048490162478,False,0.9793,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.06365580215910144,1339.0,NORMAL,No anomaly review needed,False
P-3E6EF86C,2024-06-28 17:09:00,168656.43,GBP,IN,WIRE,API,0.276,3,SAME_DAY,False,2024,6,28,4,17,False,12.035624895256104,False,HIGH,LOW,True,HIGH,0,False,46549.17468,0.185026623060531,False,0.8052,False,0.1330998471296926,False,0.5227,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.06901109171151598,1646.0,NORMAL,No anomaly review needed,False
P-07B01B17,2024-01-01 14:35:00,47458.46,GBP,DE,SWIFT,BATCH,0.405,0,SAME_DAY,False,2024,1,1,0,14,False,10.767631151922496,False,MEDIUM,MEDIUM,False,NONE,0,False,19220.6763,-0.3314533425950288,False,0.4174,False,-0.2221541248925863,False,0.7711,False,False,False,False,False,0.1448,0.1622,False,False,0,False,NONE,False,0.10062631257023602,4094.0,NORMAL,No anomaly review needed,False
P-501B59CE,2024-03-01 16:12:00,66064.03,JPY,DE,ACH,ONLINE,0.527,1,NEXT_DAY,False,2024,3,1,4,16,False,11.09839483894645,False,MEDIUM,MEDIUM,True,LOW,1,False,34815.74381,-0.2521665017791131,False,0.527,False,-0.0194276669713702,False,0.9108,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE,False,0.09694609196691889,3812.0,NORMAL,No anomaly review needed,False
P-EC776D8D,2024-05-09 20:15:00,94694.26,CAD,AU,SWIFT,API,0.289,0,NEXT_DAY,False,2024,5,9,3,20,False,11.458419225123176,False,MEDIUM,LOW,False,NONE,1,False,27366.64114,-0.1301600011165131,False,0.6476,False,-0.1162615022857884,False,0.5517,False,False,False,False,False,0.1456,0.1768,False,False,0,False,NONE,False,0.091264688375926,3321.0,NORMAL,No anomaly review needed,False
P-DF415312,2024-03-13 16:41:00,34492.03,EUR,DE,WIRE,API,0.665,4,SAME_DAY,False,2024,3,13,2,16,False,10.44851255362334,False,MEDIUM,HIGH,True,HIGH,0,False,22937.19995,-0.3867092294805535,False,0.3222,False,-0.1738415622915073,False,0.981,False,False,False,False,False,0.1448,0.1634,False,False,0,False,NONE,False,0.03590667018956617,439.0,NORMAL,No anomaly review needed,False
P-2968402F,2024-05-11 11:14:00,3993.75,AUD,US,WIRE,API,0.409,0,NEXT_DAY,False,2024,5,11,5,11,True,8.292736278019499,False,LOW,MEDIUM,False,NONE,1,False,1633.44375,-0.5166763453237779,False,0.0142,False,-0.4507775250293273,False,0.7782,False,False,False,False,False,0.1398,0.1594,False,False,0,False,NONE,False,0.03440571881250698,412.0,NORMAL,No anomaly review needed,False
P-A06298E9,2024-05-10 05:05:00,41907.52,EUR,JP,ACH,API,0.31,0,SAME_DAY,False,2024,5,10,4,5,False,10.643244426527977,False,MEDIUM,MEDIUM,False,NONE,0,False,12991.3312,-0.3551084359976334,False,0.3794,False,-0.3031318485531031,False,0.5969,False,False,False,False,False,0.1492,0.1634,False,False,0,False,NONE,False,0.09740935673784501,3852.0,NORMAL,No anomaly review needed,False
P-703DEF47,2024-04-26 17:24:00,51025.2,USD,CA,SWIFT,FILE,0.122,1,SAME_DAY,True,2024,4,26,4,17,False,10.840094505284895,False,MEDIUM,LOW,True,LOW,0,False,6225.0744,-0.3162538326304451,False,0.4434,False,-0.3910891000090375,False,0.1582,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE,False,0.10216745198021393,4220.0,NORMAL,No anomaly review needed,False
P-3AD9A45E,2024-03-05 14:19:00,635561.34,USD,US,RTP,ONLINE,0.509,0,NEXT_DAY,False,2024,3,5,1,14,False,13.36226546078796,True,VERY_HIGH,MEDIUM,False,NONE,1,False,323500.72206,2.174721928033149,False,0.9744,False,3.733302679220368,True,0.8955,False,False,False,False,False,0.1398,0.1624,False,False,1,True,is_extreme_risk_adjusted_amount,True,-0.03765972315836319,112.0,RULE_AND_MODEL,High-priority review,True
P-1F0F29BA,2024-05-10 20:32:00,37784.79,GBP,IN,ACH,API,0.308,1,SAME_DAY,False,2024,5,10,4,20,False,10.539688385003888,False,MEDIUM,MEDIUM,True,LOW,0,False,11637.71532,-0.3726772735681565,False,0.352,False,-0.3207280373841132,False,0.5922,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.1202793370974784,4949.0,NORMAL,No anomaly review needed,False
P-A3469DAE,2024-04-25 18:24:00,59977.63,JPY,US,SWIFT,API,0.132,0,SAME_DAY,False,2024,4,25,3,18,False,11.00174361109516,False,MEDIUM,LOW,False,NONE,0,False,7917.04716,-0.2781034350707021,False,0.4968,False,-0.3690944761118317,False,0.1818,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.08698704874062074,2951.0,NORMAL,No anomaly review needed,False
P-D6C21425,2024-02-05 11:03:00,5050.1,USD,DE,ACH,ONLINE,0.096,1,NEXT_DAY,False,2024,2,5,0,11,False,8.527361320331863,False,LOW,LOW,True,LOW,1,False,484.8096000000001,-0.512174754977667,False,0.0208,False,-0.4657090751830878,False,0.1003,False,False,False,False,False,0.1448,0.1624,False,False,0,False,NONE,False,0.07205122649039936,1851.0,NORMAL,No anomaly review needed,False
P-3FDA23A4,2024-05-19 12:48:00,209052.33,EUR,DE,SWIFT,FILE,0.441,0,SAME_DAY,False,2024,5,19,6,12,True,12.250344665861382,False,HIGH,MEDIUM,False,NONE,0,False,92192.07753,0.3571720232237963,False,0.8488,False,0.7264300150234436,False,0.8205,False,False,False,False,False,0.1448,0.1634,False,False,0,False,NONE,False,0.048271730261692625,732.0,NORMAL,No anomaly review needed,False
P-E574E3C2,2024-06-27 19:01:00,68673.47,USD,JP,WIRE,ONLINE,0.682,2,NEXT_DAY,False,2024,6,27,3,19,False,11.137132793423683,False,MEDIUM,HIGH,True,LOW,1,False,46835.306540000005,-0.2410464848218964,False,0.5422,False,0.136819388480765,False,0.9861,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE,False,0.0603877280196089,1165.0,NORMAL,No anomaly review needed,False
P-2AD9028F,2024-03-15 10:02:00,20477.91,AUD,AU,SWIFT,API,0.344,2,T_PLUS_2,False,2024,3,15,4,10,False,9.927150855080818,False,MEDIUM,MEDIUM,True,LOW,2,False,7044.40104,-0.4464298024925675,False,0.1942,False,-0.3804383485774593,False,0.6644,False,False,False,False,False,0.1456,0.1594,False,False,0,False,NONE,False,0.07183669190366271,1834.0,NORMAL,No anomaly review needed,False
P-B62DF966,2024-05-23 04:26:00,2187961.68,USD,CA,SWIFT,FILE,0.189,3,NEXT_DAY,False,2024,5,23,3,4,False,14.598481385705782,True,VERY_HIGH,LOW,True,HIGH,1,True,413524.75752,8.79020958254485,True,0.9978,True,4.903560764020396,True,0.3156,False,False,True,False,True,0.135,0.1624,False,False,5,True,is_extreme_amount; is_top_1pct_amount; is_extreme_risk_adjusted_amount; is_large_file_payment; is_prior_failure_high_value,True,-0.12275729882652864,2.0,RULE_AND_MODEL,High-priority review,True
P-8EC9CD5F,2024-03-03 11:17:00,110919.76,CAD,AU,ACH,FILE,0.32,1,SAME_DAY,False,2024,3,3,6,11,True,11.616571351491311,False,HIGH,MEDIUM,True,LOW,0,False,35494.3232,-0.0610157268127085,False,0.6954,False,-0.0106065447758537,False,0.6178,False,False,False,False,False,0.1456,0.1768,False,False,0,False,NONE,False,0.07637946087499947,2125.0,NORMAL,No anomaly review needed,False
P-DAF1AFBD,2024-01-16 20:38:00,82290.23,JPY,US,RTP,ONLINE,0.135,1,T_PLUS_2,False,2024,1,16,1,20,False,11.31801981962622,False,MEDIUM,LOW,True,LOW,2,False,11109.18105,-0.1830192444552467,False,0.603,False,-0.3275986636496533,False,0.1892,False,False,False,False,False,0.1398,0.1758,False,False,0,False,NONE,False,0.06786617453992971,1566.0,NORMAL,No anomaly review needed,False
P-10C6FC29,2024-01-31 06:08:00,346367.91,CAD,US,ACH,BATCH,0.232,0,NEXT_DAY,False,2024,1,31,2,6,False,12.755259699910388,False,HIGH,LOW,False,NONE,1,False,80357.35512,0.9423364945624936,False,0.9308,False,0.5725857720843415,False,0.4193,False,False,False,False,False,0.1398,0.1768,False,False,0,False,NONE,False,0.0595910484579667,1125.0,NORMAL,No anomaly review needed,False
P-DEF28D09,2024-02-19 04:10:00,15057.08,USD,AU,WIRE,ONLINE,0.087,0,NEXT_DAY,False,2024,2,19,0,4,False,9.619670003186496,False,MEDIUM,LOW,False,NONE,1,False,1309.96596,-0.469530437694829,False,0.1316,False,-0.4549825409127682,False,0.0823,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE,False,0.08437391363840818,2760.0,NORMAL,No anomaly review needed,False
P-ECEEB031,2024-03-18 00:55:00,54732.44,GBP,GB,SWIFT,API,0.044,1,SAME_DAY,True,2024,3,18,0,0,False,10.91023013617333,False,MEDIUM,LOW,True,LOW,0,False,2408.22736,-0.3004555879248867,False,0.467,False,-0.4407058060829363,False,0.0231,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.1060386458000146,4460.0,NORMAL,No anomaly review needed,False
P-9DA0FF6F,2024-04-19 04:53:00,26158.0,GBP,US,WIRE,FILE,0.039,0,NEXT_DAY,False,2024,4,19,4,4,False,10.171948578540798,False,MEDIUM,LOW,False,NONE,1,False,1020.162,-0.4222243418885616,False,0.2472,False,-0.4587498173458243,False,0.0189,False,False,False,False,False,0.1398,0.1622,False,False,0,False,NONE,False,0.08565924958479226,2844.0,NORMAL,No anomaly review needed,False
P-70007876,2024-04-24 04:53:00,41627.63,GBP,IN,WIRE,BATCH,0.389,3,NEXT_DAY,False,2024,4,24,2,4,False,10.636543430687624,False,MEDIUM,MEDIUM,True,HIGH,1,False,16193.14807,-0.3563011752620561,False,0.3766,False,-0.2615101631996234,False,0.7445,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE,False,0.08103264322305104,2486.0,NORMAL,No anomaly review needed,False
P-6B55C2AA,2024-05-18 22:01:00,178516.58,GBP,US,ACH,BATCH,0.472,1,T_PLUS_2,False,2024,5,18,5,22,True,12.092442362747224,False,HIGH,MEDIUM,True,LOW,2,False,84259.82575999999,0.2270452305781211,False,0.8174,False,0.6233155332400045,False,0.8638,False,False,False,False,False,0.1398,0.1622,False,False,0,False,NONE,False,0.05296384272755339,873.0,NORMAL,No anomaly review needed,False
P-478F8AC7,2024-02-03 11:04:00,294179.67,JPY,IN,SWIFT,BATCH,0.497,2,NEXT_DAY,False,2024,2,3,5,11,True,12.591949381387908,False,HIGH,MEDIUM,True,LOW,1,False,146207.29598999998,0.7199385418342084,False,0.91,False,1.4285952288139472,False,0.8844,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.04666246542107266,679.0,NORMAL,No anomaly review needed,False
P-23708822,2024-03-07 01:24:00,6138.61,GBP,CA,ACH,BATCH,0.23,2,SAME_DAY,False,2024,3,7,3,1,False,8.722516501208531,False,LOW,LOW,True,LOW,0,False,1411.8803,-0.5075361161670026,False,0.0298,False,-0.4536577160509117,False,0.414,False,False,False,False,False,0.135,0.1622,False,False,0,False,NONE,False,0.08433513876881604,2758.0,NORMAL,No anomaly review needed,False
P-094421A5,2024-06-23 20:59:00,6986.08,USD,AU,WIRE,BATCH,0.234,2,NEXT_DAY,False,2024,6,23,6,20,True,8.85181800832231,False,LOW,LOW,True,LOW,1,False,1634.7427200000002,-0.5039246590073314,False,0.0386,False,-0.4507606392039291,False,0.424,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE,False,0.07188694742385482,1840.0,NORMAL,No anomaly review needed,False
P-1FBE972C,2024-03-29 13:18:00,70402.3,USD,AU,WIRE,API,0.616,1,SAME_DAY,False,2024,3,29,4,13,False,11.161995416047535,False,MEDIUM,HIGH,True,LOW,0,False,43367.8168,-0.2336791497169907,False,0.55,False,0.0917441162886051,False,0.9643,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE,False,0.06891895043758267,1639.0,NORMAL,No anomaly review needed,False
P-07BB220D,2024-02-12 08:27:00,145365.71,EUR,JP,WIRE,FILE,0.212,0,SAME_DAY,False,2024,2,12,0,8,False,11.88701486325947,False,HIGH,LOW,False,NONE,0,False,30817.53052,0.0857742158981564,False,0.7702,False,-0.0714020247467045,False,0.3675,False,False,False,False,False,0.1492,0.1634,False,False,0,False,NONE,False,0.0801051056849022,2407.0,NORMAL,No anomaly review needed,False
P-57B5234D,2024-01-16 12:04:00,13812.63,CAD,AU,RTP,API,0.144,1,NEXT_DAY,False,2024,1,16,1,12,False,9.533411064868607,False,MEDIUM,LOW,True,LOW,1,False,1989.01872,-0.4748336081461167,False,0.1182,False,-0.4461552651931759,False,0.2083,False,False,False,False,False,0.1456,0.1768,False,False,0,False,NONE,False,0.0964627991396727,3762.0,NORMAL,No anomaly review needed,False
P-80127EEC,2024-04-23 16:43:00,77830.83,GBP,AU,ACH,BATCH,0.464,0,NEXT_DAY,False,2024,4,23,1,16,False,11.262305752461286,False,MEDIUM,MEDIUM,False,NONE,1,False,36113.50512,-0.2020227868317766,False,0.5842,False,-0.0025575538131683,False,0.8557,False,False,False,False,False,0.1456,0.1622,False,False,0,False,NONE,False,0.08971263098361404,3171.0,NORMAL,No anomaly review needed,False
P-EE87943F,2024-01-22 00:25:00,52606.93,JPY,IN,SWIFT,ONLINE,0.283,1,T_PLUS_2,False,2024,1,22,0,0,False,10.87062214781886,False,MEDIUM,LOW,True,LOW,2,False,14887.76119,-0.3095133578842396,False,0.453,False,-0.2784794041618402,False,0.5394,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.09090565462793104,3283.0,NORMAL,No anomaly review needed,False
P-5A05B0A0,2024-05-31 07:42:00,46333.85,AUD,AU,SWIFT,API,0.158,2,T_PLUS_2,False,2024,5,31,4,7,False,10.74364965672193,False,MEDIUM,LOW,True,LOW,2,False,7320.7483,-0.3362458200117371,False,0.4088,False,-0.3768460011163079,False,0.2421,False,False,False,False,False,0.1456,0.1594,False,False,0,False,NONE,False,0.0788130075377988,2294.0,NORMAL,No anomaly review needed,False
P-80D4EE96,2024-02-23 01:00:00,176511.38,CAD,IN,ACH,API,0.124,0,SAME_DAY,False,2024,2,23,4,1,False,12.08114629453874,False,HIGH,LOW,False,NONE,0,False,21887.41112,0.2185001565382464,False,0.8148,False,-0.1874881829896665,False,0.1632,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE,False,0.08657842578999614,2916.0,NORMAL,No anomaly review needed,False
P-6D8EAA0A,2024-06-25 23:55:00,96260.11,JPY,IN,SWIFT,ONLINE,0.381,0,SAME_DAY,False,2024,6,25,1,23,False,11.474819674060097,False,MEDIUM,MEDIUM,False,NONE,0,False,36675.10191,-0.1234871983111381,False,0.6534,False,0.0047428652419989,False,0.7318,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.09179753153976195,3373.0,NORMAL,No anomaly review needed,False
P-54B3124F,2024-06-19 19:33:00,42091.48,USD,US,SWIFT,ONLINE,0.158,1,SAME_DAY,False,2024,6,19,2,19,False,10.647624381387814,False,MEDIUM,LOW,True,LOW,0,False,6650.45384,-0.3543244983253935,False,0.3808,False,-0.3855594242260751,False,0.2421,False,False,False,False,False,0.1398,0.1624,False,False,0,False,NONE,False,0.1141234021868292,4816.0,NORMAL,No anomaly review needed,False
P-EF9F626A,2024-01-14 02:01:00,64901.45,JPY,GB,SWIFT,BATCH,0.174,1,NEXT_DAY,False,2024,1,14,6,2,True,11.080640652364862,False,MEDIUM,LOW,True,LOW,1,False,11292.8523,-0.2571207867268877,False,0.5206,False,-0.3252110483404803,False,0.2768,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE,False,0.11193248637579273,4749.0,NORMAL,No anomaly review needed,False
