payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,status,failure_reason,is_failed
P-5BB77460,2024-01-14 03:51:00,7711.57,USD,CA,SWIFT,MOBILE,0.426,1,SAME_DAY,PENDING,NONE,False
P-B656DB73,2024-01-15 01:03:00,265568.82,USD,AU,SWIFT,FILE,0.26,1,SAME_DAY,SETTLED,NONE,False
P-5AE5A267,2024-04-26 11:33:00,777704.16,USD,IN,SWIFT,BATCH,0.457,1,SAME_DAY,SETTLED,NONE,False
P-495BD80B,2024-06-12 13:17:00,26963.33,JPY,JP,SWIFT,ONLINE,0.491,0,SAME_DAY,SETTLED,NONE,False
P-EB1ABE02,2024-05-21 06:17:00,22226.91,USD,GB,RTP,BATCH,0.503,0,NEXT_DAY,SETTLED,NONE,False
P-C814D804,2024-01-24 04:57:00,12086.81,JPY,CA,RTP,BATCH,0.375,1,SAME_DAY,SETTLED,NONE,False
P-0316AE89,2024-05-03 23:29:00,505190.92,GBP,US,WIRE,API,0.303,0,T_PLUS_2,SETTLED,NONE,False
P-3BDE6F39,2024-02-02 01:21:00,316455.91,EUR,JP,WIRE,FILE,0.171,1,NEXT_DAY,SETTLED,NONE,False
P-6B0EACBB,2024-01-13 17:11:00,11112.62,EUR,IN,WIRE,ONLINE,0.182,0,SAME_DAY,SETTLED,NONE,False
P-74CA7C9F,2024-04-30 02:24:00,42894.18,AUD,JP,SWIFT,BATCH,0.19,1,SAME_DAY,SETTLED,NONE,False
P-74F098DA,2024-05-01 04:33:00,224713.99,EUR,IN,WIRE,ONLINE,0.286,0,NEXT_DAY,SETTLED,NONE,False
P-E172CDDF,2024-05-29 22:27:00,476232.74,USD,CA,ACH,BATCH,0.252,4,NEXT_DAY,SETTLED,NONE,False
P-73B6E83F,2024-03-03 06:59:00,80300.15,CAD,AU,SWIFT,API,0.442,0,T_PLUS_2,SETTLED,NONE,False
P-B29497AB,2024-06-15 10:37:00,9505.04,GBP,AU,SWIFT,BATCH,0.538,2,NEXT_DAY,SETTLED,NONE,False
P-D9575B55,2024-06-21 15:38:00,104506.38,GBP,CA,SWIFT,FILE,0.577,2,SAME_DAY,PENDING,NONE,False
P-A8050CA4,2024-03-27 12:18:00,12230.23,AUD,IN,WIRE,BATCH,0.402,0,NEXT_DAY,SETTLED,NONE,False
P-DFFFF566,2024-03-26 21:28:00,15449.98,GBP,IN,WIRE,ONLINE,0.13,2,SAME_DAY,SETTLED,NONE,False
P-F3F525DD,2024-02-12 08:34:00,42218.56,CAD,JP,ACH,FILE,0.019,1,NEXT_DAY,SETTLED,NONE,False
P-C47F6923,2024-06-14 16:22:00,29457.59,EUR,GB,WIRE,BATCH,0.27,1,NEXT_DAY,PENDING,NONE,False
P-FB54BA47,2024-01-28 17:06:00,240255.69,CAD,CA,ACH,BATCH,0.122,0,NEXT_DAY,SETTLED,NONE,False
P-2252FBB0,2024-02-06 21:06:00,15250.74,CAD,US,WIRE,API,0.301,0,NEXT_DAY,SETTLED,NONE,False
P-B604167B,2024-03-17 09:54:00,37386.68,EUR,IN,ACH,API,0.137,0,T_PLUS_2,SETTLED,NONE,False
P-08F349B3,2024-03-30 20:14:00,15530.27,EUR,JP,ACH,FILE,0.058,4,T_PLUS_2,SETTLED,NONE,False
P-8EA384EB,2024-02-15 20:41:00,12795.41,CAD,US,WIRE,API,0.15,0,SAME_DAY,SETTLED,NONE,False
P-456D4526,2024-04-09 11:57:00,108721.56,JPY,GB,ACH,BATCH,0.529,0,NEXT_DAY,SETTLED,NONE,False
P-A673A6D8,2024-04-25 04:42:00,27647.77,CAD,CA,WIRE,API,0.404,1,SAME_DAY,SETTLED,NONE,False
P-163FFAB4,2024-05-13 23:49:00,27770.46,EUR,JP,ACH,ONLINE,0.399,1,SAME_DAY,SETTLED,NONE,False
P-E0B9DC69,2024-05-12 16:22:00,5579.4,GBP,AU,ACH,BATCH,0.167,0,T_PLUS_2,SETTLED,NONE,False
P-B3714999,2024-02-26 11:49:00,17316.09,GBP,DE,WIRE,API,0.369,1,SAME_DAY,SETTLED,NONE,False
P-C84BB6F5,2024-05-13 18:59:00,54841.95,JPY,DE,SWIFT,FILE,0.552,2,NEXT_DAY,FAILED,SFTP_FILE_DELAY,True
P-9DB78836,2024-04-30 10:58:00,95864.26,CAD,US,ACH,BATCH,0.12,1,NEXT_DAY,PENDING,NONE,False
P-02C045F3,2024-03-20 07:29:00,57728.92,USD,US,ACH,FILE,0.266,0,NEXT_DAY,SETTLED,NONE,False
P-DF4BE197,2024-06-19 22:33:00,122576.53,GBP,AU,ACH,API,0.229,1,SAME_DAY,SETTLED,NONE,False
P-9FAAE1F2,2024-05-11 00:26:00,14546.97,CAD,CA,ACH,BATCH,0.066,0,SAME_DAY,SETTLED,NONE,False
P-DEDD83C5,2024-03-14 16:29:00,36872.62,AUD,GB,SWIFT,BATCH,0.485,0,NEXT_DAY,FAILED,COMPLIANCE_REVIEW,True
P-6C8BF645,2024-02-03 14:26:00,96650.32,AUD,JP,RTP,FILE,0.119,3,SAME_DAY,SETTLED,NONE,False
P-798D37FC,2024-03-27 02:53:00,113715.77,EUR,AU,ACH,BATCH,0.247,1,SAME_DAY,FAILED,COMPLIANCE_REVIEW,True
P-35EF3922,2024-04-18 09:44:00,49600.31,CAD,JP,WIRE,FILE,0.308,1,SAME_DAY,FAILED,SFTP_FILE_DELAY,True
P-01B06458,2024-06-08 18:53:00,102991.85,CAD,JP,RTP,FILE,0.246,0,SAME_DAY,SETTLED,NONE,False
P-B090C37C,2024-02-01 21:10:00,20805.52,JPY,CA,WIRE,FILE,0.449,1,T_PLUS_2,SETTLED,NONE,False
P-113A7226,2024-02-19 20:09:00,24083.6,JPY,IN,WIRE,BATCH,0.374,2,SAME_DAY,FAILED,INVALID_ACCOUNT,True
P-CAFFD373,2024-02-24 07:36:00,92923.23,EUR,IN,SWIFT,API,0.471,0,SAME_DAY,SETTLED,NONE,False
P-9F5744CC,2024-04-19 23:00:00,26289.39,AUD,US,SWIFT,ONLINE,0.134,2,NEXT_DAY,SETTLED,NONE,False
P-DF7C2864,2024-03-25 14:57:00,27554.89,AUD,JP,SWIFT,BATCH,0.259,1,SAME_DAY,SETTLED,NONE,False
P-A717C411,2024-02-25 06:03:00,24447.75,AUD,AU,RTP,API,0.423,0,NEXT_DAY,SETTLED,NONE,False
P-89182D4A,2024-06-19 17:02:00,86412.87,JPY,GB,WIRE,FILE,0.144,2,T_PLUS_2,FAILED,INSUFFICIENT_FUNDS,True
P-7CF52446,2024-03-04 14:08:00,79713.73,GBP,US,ACH,ONLINE,0.16,3,SAME_DAY,SETTLED,NONE,False
P-283D1338,2024-04-16 00:33:00,38581.61,JPY,IN,WIRE,API,0.746,1,T_PLUS_2,SETTLED,NONE,False
P-08AE2DD3,2024-05-24 11:03:00,6620.59,EUR,US,SWIFT,FILE,0.397,0,SAME_DAY,SETTLED,NONE,False
P-08DE9BFF,2024-05-20 12:46:00,94040.49,USD,IN,SWIFT,ONLINE,0.096,1,NEXT_DAY,SETTLED,NONE,False
P-855DD0FA,2024-02-20 18:22:00,14217.53,GBP,DE,SWIFT,BATCH,0.47,1,SAME_DAY,SETTLED,NONE,False
P-B4F805A9,2024-05-21 09:35:00,79726.95,USD,AU,SWIFT,API,0.247,1,SAME_DAY,SETTLED,NONE,False
P-2108C831,2024-03-24 21:01:00,36712.36,USD,US,SWIFT,API,0.413,0,SAME_DAY,SETTLED,NONE,False
P-D8E11230,2024-02-14 21:18:00,375142.62,AUD,AU,WIRE,ONLINE,0.147,0,NEXT_DAY,SETTLED,NONE,False
P-0A8C4891,2024-01-05 21:30:00,76296.11,USD,US,ACH,API,0.049,0,NEXT_DAY,SETTLED,NONE,False
P-BF319C8E,2024-01-19 20:43:00,356134.97,USD,US,WIRE,MOBILE,0.35,0,NEXT_DAY,SETTLED,NONE,False
P-BEA2D73E,2024-02-05 15:22:00,23098.44,GBP,AU,WIRE,API,0.335,2,SAME_DAY,SETTLED,NONE,False
P-2C843C04,2024-01-27 06:12:00,82022.1,JPY,US,WIRE,BATCH,0.452,1,NEXT_DAY,SETTLED,NONE,False
P-E64DB68A,2024-02-27 01:45:00,71558.69,JPY,DE,ACH,BATCH,0.206,1,T_PLUS_2,SETTLED,NONE,False
P-B555D275,2024-03-11 15:50:00,24780.99,USD,IN,WIRE,API,0.077,0,NEXT_DAY,SETTLED,NONE,False
P-CC247DAD,2024-01-31 06:14:00,95251.57,CAD,CA,WIRE,BATCH,0.241,1,SAME_DAY,SETTLED,NONE,False
P-05849EDD,2024-03-18 16:14:00,15357.79,EUR,GB,WIRE,BATCH,0.326,0,NEXT_DAY,SETTLED,NONE,False
P-77681673,2024-01-24 16:04:00,26381.57,AUD,AU,RTP,FILE,0.041,1,SAME_DAY,SETTLED,NONE,False
P-39439046,2024-04-19 15:50:00,75353.91,EUR,CA,RTP,BATCH,0.251,2,NEXT_DAY,SETTLED,NONE,False
P-47CCDAB1,2024-05-11 13:35:00,71842.89,JPY,JP,RTP,ONLINE,0.364,2,NEXT_DAY,SETTLED,NONE,False
P-45CB80F3,2024-06-19 16:52:00,53006.06,JPY,GB,ACH,FILE,0.248,3,SAME_DAY,SETTLED,NONE,False
P-3FD34665,2024-05-10 21:20:00,55204.86,USD,US,ACH,API,0.168,3,SAME_DAY,SETTLED,NONE,False
P-ED3B9EA1,2024-03-28 12:57:00,10240.02,JPY,IN,ACH,BATCH,0.675,1,SAME_DAY,SETTLED,NONE,False
P-7D3D7F7C,2024-04-18 01:40:00,5400.08,JPY,CA,ACH,BATCH,0.142,1,SAME_DAY,PENDING,NONE,False
P-B9E96816,2024-04-22 20:23:00,8762.29,JPY,AU,WIRE,ONLINE,0.188,2,SAME_DAY,SETTLED,NONE,False
P-FDDE9F75,2024-06-19 08:01:00,12778.81,AUD,IN,ACH,ONLINE,0.512,1,NEXT_DAY,FAILED,INVALID_ACCOUNT,True
P-488BB640,2024-04-05 21:59:00,99297.48,AUD,GB,WIRE,API,0.483,0,SAME_DAY,SETTLED,NONE,False
P-95F90BCD,2024-05-09 04:18:00,256230.84,EUR,US,WIRE,FILE,0.354,0,SAME_DAY,SETTLED,NONE,False
P-736DFEB5,2024-05-23 12:49:00,10173.78,EUR,GB,SWIFT,ONLINE,0.568,0,T_PLUS_2,SETTLED,NONE,False
P-0038758E,2024-03-18 19:07:00,77477.12,USD,GB,SWIFT,BATCH,0.402,1,T_PLUS_2,SETTLED,NONE,False
P-DCF7AFAC,2024-06-01 07:44:00,34174.41,AUD,JP,ACH,BATCH,0.147,0,NEXT_DAY,SETTLED,NONE,False
P-FAC3EA7E,2024-03-19 05:45:00,31280.53,CAD,CA,ACH,API,0.211,0,SAME_DAY,SETTLED,NONE,False
P-F38E0D7C,2024-03-12 05:04:00,132642.14,GBP,GB,SWIFT,API,0.212,0,NEXT_DAY,SETTLED,NONE,False
P-B5D91D5E,2024-06-07 12:18:00,85901.83,GBP,GB,WIRE,FILE,0.107,2,NEXT_DAY,SETTLED,NONE,False
P-4FE1E547,2024-05-01 03:13:00,121867.97,CAD,JP,WIRE,BATCH,0.264,1,NEXT_DAY,SETTLED,NONE,False
P-9115C810,2024-02-11 17:39:00,219906.31,GBP,AU,ACH,API,0.268,0,NEXT_DAY,SETTLED,NONE,False
P-6AA8990F,2024-01-18 04:36:00,469437.28,USD,IN,ACH,BATCH,0.331,0,T_PLUS_2,SETTLED,NONE,False
P-6038075C,2024-06-26 13:53:00,226610.38,CAD,GB,WIRE,ONLINE,0.244,1,SAME_DAY,SETTLED,NONE,False
P-BFCD694A,2024-01-28 01:33:00,52369.5,JPY,DE,ACH,BATCH,0.356,0,NEXT_DAY,SETTLED,NONE,False
P-A679CB2B,2024-02-10 00:35:00,236629.55,AUD,IN,WIRE,API,0.309,1,NEXT_DAY,SETTLED,NONE,False
P-66634991,2024-06-01 13:36:00,28237.13,JPY,GB,WIRE,API,0.318,1,NEXT_DAY,SETTLED,NONE,False
P-0910AFB8,2024-06-17 02:27:00,87427.08,EUR,JP,SWIFT,ONLINE,0.409,1,NEXT_DAY,SETTLED,NONE,False
P-E20A94C6,2024-05-02 18:20:00,58073.22,USD,AU,WIRE,API,0.041,1,SAME_DAY,SETTLED,NONE,False
P-C4112DB3,2024-01-30 12:37:00,506099.41,GBP,IN,ACH,FILE,0.212,1,SAME_DAY,SETTLED,NONE,False
P-63DD21F8,2024-01-27 08:24:00,50534.81,EUR,US,ACH,API,0.444,2,NEXT_DAY,SETTLED,NONE,False
P-596E36EF,2024-03-10 20:36:00,750259.28,AUD,JP,SWIFT,BATCH,0.038,1,NEXT_DAY,SETTLED,NONE,False
P-C91F8730,2024-06-27 23:27:00,41294.53,AUD,JP,RTP,ONLINE,0.129,0,SAME_DAY,SETTLED,NONE,False
P-599C7C6B,2024-02-24 05:22:00,12872.65,GBP,AU,WIRE,FILE,0.347,1,T_PLUS_2,SETTLED,NONE,False
P-7F27C85C,2024-06-06 18:32:00,11185.18,AUD,CA,ACH,BATCH,0.149,1,SAME_DAY,SETTLED,NONE,False
P-4398E34A,2024-03-30 17:55:00,48292.15,CAD,CA,WIRE,FILE,0.242,0,SAME_DAY,SETTLED,NONE,False
P-FBE1DD85,2024-05-09 10:39:00,14501.33,EUR,AU,SWIFT,ONLINE,0.34,1,SAME_DAY,SETTLED,NONE,False
P-66D4353B,2024-02-18 08:25:00,120250.01,JPY,AU,SWIFT,ONLINE,0.086,1,NEXT_DAY,SETTLED,NONE,False
P-15E816A3,2024-04-05 10:45:00,46470.34,AUD,AU,WIRE,API,0.142,0,NEXT_DAY,FAILED,SFTP_FILE_DELAY,True
P-06FEDCEF,2024-01-31 22:51:00,33749.11,AUD,DE,ACH,ONLINE,0.517,0,T_PLUS_2,SETTLED,NONE,False
P-D15C12E5,2024-04-11 16:31:00,27886.89,USD,JP,SWIFT,ONLINE,0.458,1,NEXT_DAY,SETTLED,NONE,False
P-155EC1F4,2024-04-07 21:23:00,96670.11,CAD,CA,ACH,ONLINE,0.356,2,SAME_DAY,SETTLED,NONE,False
P-3CDA9FA5,2024-01-27 12:58:00,70363.87,JPY,AU,WIRE,MOBILE,0.289,0,NEXT_DAY,SETTLED,NONE,False
P-FCA4C870,2024-04-12 14:52:00,109730.6,GBP,IN,WIRE,FILE,0.404,2,SAME_DAY,SETTLED,NONE,False
P-63888C9E,2024-03-19 03:09:00,7313.26,USD,GB,WIRE,ONLINE,0.442,1,SAME_DAY,SETTLED,NONE,False
P-9E40819A,2024-06-22 22:44:00,127660.91,USD,AU,ACH,BATCH,0.367,2,T_PLUS_2,SETTLED,NONE,False
P-2051EDC4,2024-01-09 21:47:00,141648.8,AUD,IN,ACH,API,0.273,2,NEXT_DAY,SETTLED,NONE,False
P-EBCFAD23,2024-05-23 23:02:00,585607.91,USD,GB,WIRE,ONLINE,0.103,0,NEXT_DAY,SETTLED,NONE,False
P-AF39F108,2024-01-01 09:58:00,112490.25,USD,JP,WIRE,API,0.247,4,SAME_DAY,SETTLED,NONE,False
P-4D6DB519,2024-03-04 16:32:00,176635.69,GBP,IN,RTP,API,0.361,0,T_PLUS_2,SETTLED,NONE,False
P-0655F115,2024-02-03 16:16:00,98059.61,JPY,US,SWIFT,BATCH,0.224,1,T_PLUS_2,SETTLED,NONE,False
P-8FF772A8,2024-04-17 03:04:00,103403.5,AUD,DE,ACH,BATCH,0.258,1,NEXT_DAY,SETTLED,NONE,False
P-78003F7B,2024-03-22 05:05:00,142498.94,JPY,DE,ACH,BATCH,0.147,1,NEXT_DAY,SETTLED,NONE,False
P-FE112051,2024-01-14 16:57:00,231399.66,AUD,DE,WIRE,API,0.152,4,NEXT_DAY,SETTLED,NONE,False
P-A0AAF8EE,2024-01-15 18:25:00,11042.06,JPY,US,SWIFT,BATCH,0.35,0,SAME_DAY,SETTLED,NONE,False
P-2A1E612F,2024-04-21 02:02:00,56127.03,CAD,JP,WIRE,ONLINE,0.296,1,T_PLUS_2,SETTLED,NONE,False
P-6E0396C0,2024-01-05 08:43:00,17027.24,GBP,GB,RTP,API,0.048,1,T_PLUS_2,SETTLED,NONE,False
P-51328247,2024-04-15 13:28:00,211038.63,JPY,US,ACH,FILE,0.245,5,T_PLUS_2,FAILED,SFTP_FILE_DELAY,True
P-8268F06F,2024-02-13 06:44:00,170933.17,EUR,GB,ACH,BATCH,0.291,0,NEXT_DAY,SETTLED,NONE,False
P-33DAE229,2024-02-25 11:43:00,18777.36,USD,GB,RTP,BATCH,0.209,1,NEXT_DAY,SETTLED,NONE,False
P-9D065C88,2024-03-10 05:16:00,162069.63,JPY,IN,ACH,API,0.52,2,NEXT_DAY,SETTLED,NONE,False
P-861EE85A,2024-02-25 18:03:00,193397.01,CAD,DE,SWIFT,BATCH,0.086,0,SAME_DAY,SETTLED,NONE,False
P-83C1A1AD,2024-03-07 17:16:00,59884.46,GBP,JP,SWIFT,BATCH,0.152,1,NEXT_DAY,SETTLED,NONE,False
P-F662DDBF,2024-01-10 12:36:00,59743.77,EUR,US,SWIFT,API,0.116,1,NEXT_DAY,PENDING,NONE,False
P-9413319D,2024-02-14 14:37:00,74043.41,AUD,US,SWIFT,API,0.326,0,NEXT_DAY,SETTLED,NONE,False
P-DA377599,2024-01-02 21:29:00,1051945.1,GBP,IN,SWIFT,ONLINE,0.463,3,SAME_DAY,FAILED,COMPLIANCE_REVIEW,True
P-DE9A4661,2024-06-24 14:44:00,21817.99,JPY,JP,ACH,FILE,0.269,0,SAME_DAY,FAILED,SFTP_FILE_DELAY,True
P-645F08C5,2024-02-18 06:10:00,20147.09,JPY,AU,WIRE,ONLINE,0.183,3,NEXT_DAY,SETTLED,NONE,False
P-B6054F3E,2024-05-05 09:54:00,122622.96,AUD,CA,SWIFT,API,0.327,0,NEXT_DAY,SETTLED,NONE,False
P-7EDA2556,2024-06-21 00:21:00,11541.7,EUR,DE,RTP,ONLINE,0.267,3,SAME_DAY,SETTLED,NONE,False
P-CD0D2E75,2024-04-30 21:03:00,27430.71,EUR,IN,SWIFT,BATCH,0.384,1,SAME_DAY,SETTLED,NONE,False
P-7631CCBA,2024-02-14 08:51:00,18409.79,JPY,CA,SWIFT,FILE,0.16,1,NEXT_DAY,SETTLED,NONE,False
P-6895E2AE,2024-03-20 23:24:00,152061.94,USD,CA,ACH,MOBILE,0.098,0,T_PLUS_2,SETTLED,NONE,False
P-2BB93626,2024-03-21 05:09:00,5832.75,JPY,DE,RTP,API,0.377,2,NEXT_DAY,SETTLED,NONE,False
P-82757719,2024-04-06 05:07:00,453112.09,AUD,CA,SWIFT,FILE,0.264,2,NEXT_DAY,SETTLED,NONE,False
P-A846D586,2024-06-26 00:44:00,30488.97,JPY,GB,WIRE,ONLINE,0.19,3,SAME_DAY,SETTLED,NONE,False
P-BAE4B4F6,2024-06-19 07:24:00,199633.52,GBP,GB,SWIFT,ONLINE,0.586,0,SAME_DAY,SETTLED,NONE,False
P-3C55323B,2024-06-11 13:41:00,93352.27,JPY,GB,ACH,BATCH,0.286,1,NEXT_DAY,SETTLED,NONE,False
P-B40B26D5,2024-01-22 12:33:00,13790.71,AUD,US,WIRE,FILE,0.403,1,NEXT_DAY,SETTLED,NONE,False
P-E888E9F5,2024-01-04 04:10:00,6238.58,GBP,DE,ACH,FILE,0.448,1,SAME_DAY,SETTLED,NONE,False
P-E4D0BA44,2024-03-10 22:16:00,17255.83,EUR,AU,SWIFT,API,0.193,0,T_PLUS_2,SETTLED,NONE,False
P-10311076,2024-06-01 15:30:00,17312.72,CAD,JP,ACH,FILE,0.212,0,NEXT_DAY,SETTLED,NONE,False
P-7F1DD0DE,2024-05-05 14:04:00,25179.72,JPY,GB,WIRE,API,0.23,0,NEXT_DAY,SETTLED,NONE,False
P-26BDDB24,2024-02-27 11:37:00,18614.11,USD,CA,SWIFT,ONLINE,0.582,0,T_PLUS_2,SETTLED,NONE,False
P-74D48C88,2024-01-05 19:06:00,220498.54,USD,AU,SWIFT,BATCH,0.262,2,SAME_DAY,SETTLED,NONE,False
P-D9A9EEA6,2024-06-22 17:20:00,56054.45,JPY,CA,WIRE,API,0.144,1,SAME_DAY,SETTLED,NONE,False
P-88713B9B,2024-05-07 21:33:00,103776.11,JPY,AU,ACH,BATCH,0.278,1,SAME_DAY,SETTLED,NONE,False
P-956C810D,2024-06-20 13:07:00,273676.35,AUD,GB,ACH,MOBILE,0.155,0,SAME_DAY,SETTLED,NONE,False
P-50F8A3F8,2024-03-15 00:27:00,40743.13,CAD,CA,WIRE,API,0.067,1,SAME_DAY,SETTLED,NONE,False
P-E8FD9851,2024-02-27 04:10:00,151582.2,AUD,US,WIRE,BATCH,0.294,2,SAME_DAY,SETTLED,NONE,False
P-21296BE8,2024-04-19 16:44:00,37625.47,AUD,JP,SWIFT,BATCH,0.16,0,SAME_DAY,PENDING,NONE,False
P-EAE4CDF7,2024-05-18 00:12:00,19858.78,USD,CA,SWIFT,ONLINE,0.373,2,NEXT_DAY,SETTLED,NONE,False
P-611A6842,2024-05-13 13:08:00,110569.95,USD,DE,ACH,BATCH,0.187,1,SAME_DAY,SETTLED,NONE,False
P-C915C0EC,2024-03-20 08:20:00,95309.88,EUR,US,ACH,ONLINE,0.192,2,SAME_DAY,SETTLED,NONE,False
P-5C0F904D,2024-03-06 14:51:00,126035.03,CAD,GB,ACH,API,0.667,3,SAME_DAY,SETTLED,NONE,False
P-F50E99B9,2024-02-13 16:15:00,52178.74,GBP,US,WIRE,MOBILE,0.348,0,NEXT_DAY,SETTLED,NONE,False
P-14AB2D02,2024-01-02 14:49:00,32852.81,EUR,JP,ACH,API,0.242,2,SAME_DAY,SETTLED,NONE,False
P-68DF20F6,2024-06-05 07:07:00,305694.72,CAD,JP,ACH,BATCH,0.517,0,NEXT_DAY,SETTLED,NONE,False
P-FDB2BA79,2024-02-13 19:43:00,34539.86,CAD,GB,WIRE,FILE,0.675,1,SAME_DAY,SETTLED,NONE,False
P-EFBC3D81,2024-01-09 08:26:00,4777.85,USD,US,WIRE,ONLINE,0.311,1,SAME_DAY,SETTLED,NONE,False
P-241CAE23,2024-06-09 10:49:00,456022.97,EUR,GB,SWIFT,BATCH,0.119,0,SAME_DAY,SETTLED,NONE,False
P-8B9C9D40,2024-06-04 06:17:00,134167.64,GBP,IN,ACH,API,0.314,0,SAME_DAY,SETTLED,NONE,False
P-449270B5,2024-01-03 11:57:00,318720.24,AUD,JP,ACH,API,0.106,0,NEXT_DAY,SETTLED,NONE,False
P-84CC2591,2024-06-26 00:15:00,22927.51,GBP,GB,ACH,FILE,0.423,0,T_PLUS_2,SETTLED,NONE,False
P-3AFA0C7A,2024-02-28 02:40:00,48337.19,CAD,CA,SWIFT,BATCH,0.22,1,SAME_DAY,FAILED,INVALID_ACCOUNT,True
P-7678E03C,2024-02-07 17:06:00,21028.32,GBP,CA,WIRE,FILE,0.287,0,SAME_DAY,SETTLED,NONE,False
P-C3EB009D,2024-01-07 12:03:00,299466.85,CAD,GB,WIRE,ONLINE,0.077,4,NEXT_DAY,SETTLED,NONE,False
P-06B95C00,2024-04-09 12:39:00,59402.89,GBP,IN,SWIFT,BATCH,0.262,0,SAME_DAY,SETTLED,NONE,False
P-C236B00A,2024-03-08 14:10:00,16039.75,CAD,GB,WIRE,API,0.329,0,NEXT_DAY,SETTLED,NONE,False
P-22192BAC,2024-04-14 06:56:00,29807.75,USD,AU,ACH,API,0.423,0,SAME_DAY,SETTLED,NONE,False
P-EF8EBEDF,2024-02-24 22:42:00,19947.65,AUD,JP,WIRE,ONLINE,0.426,0,T_PLUS_2,SETTLED,NONE,False
P-F438230C,2024-01-04 20:40:00,121592.0,USD,JP,WIRE,ONLINE,0.474,1,T_PLUS_2,SETTLED,NONE,False
P-0298D973,2024-02-23 02:23:00,16477.4,CAD,AU,SWIFT,FILE,0.412,0,SAME_DAY,SETTLED,NONE,False
P-AB6C2A45,2024-03-02 03:22:00,218496.16,USD,DE,WIRE,ONLINE,0.236,1,NEXT_DAY,SETTLED,NONE,False
P-C12CA151,2024-03-17 11:53:00,82604.15,EUR,DE,SWIFT,BATCH,0.554,3,T_PLUS_2,FAILED,SFTP_FILE_DELAY,True
P-C9F6B115,2024-01-04 11:25:00,10863.37,CAD,JP,SWIFT,BATCH,0.394,2,NEXT_DAY,SETTLED,NONE,False
P-37C4442B,2024-06-15 17:12:00,23413.4,JPY,IN,SWIFT,MOBILE,0.335,1,T_PLUS_2,SETTLED,NONE,False
P-F91E7B4D,2024-01-28 22:24:00,251717.98,JPY,JP,WIRE,FILE,0.236,2,SAME_DAY,SETTLED,NONE,False
P-CD25AC31,2024-05-26 01:05:00,39479.29,AUD,IN,ACH,BATCH,0.645,1,SAME_DAY,PENDING,NONE,False
P-125048D5,2024-04-20 01:54:00,14486.51,JPY,IN,WIRE,ONLINE,0.25,2,SAME_DAY,PENDING,NONE,False
P-C8DEE948,2024-01-16 03:51:00,2560416.69,AUD,DE,ACH,BATCH,0.228,0,SAME_DAY,FAILED,SFTP_FILE_DELAY,True
P-2E8D0FBE,2024-06-18 23:52:00,362312.64,GBP,US,WIRE,API,0.364,1,NEXT_DAY,SETTLED,NONE,False
P-F55B614F,2024-06-18 08:47:00,19997.41,GBP,DE,ACH,API,0.126,3,SAME_DAY,FAILED,NETWORK_ERROR,True
P-B85C7AF3,2024-02-06 09:41:00,37381.31,CAD,IN,SWIFT,FILE,0.398,1,NEXT_DAY,SETTLED,NONE,False
P-6FA57CBA,2024-04-24 18:07:00,190965.44,EUR,GB,SWIFT,BATCH,0.367,1,NEXT_DAY,SETTLED,NONE,False
P-0AF80118,2024-02-02 11:36:00,19159.5,GBP,US,SWIFT,ONLINE,0.158,2,NEXT_DAY,SETTLED,NONE,False
P-2BFE905E,2024-01-04 17:11:00,82489.09,JPY,DE,WIRE,API,0.393,1,SAME_DAY,SETTLED,NONE,False
P-2BBE7C24,2024-03-21 12:12:00,14590.82,CAD,GB,ACH,BATCH,0.545,0,NEXT_DAY,SETTLED,NONE,False
P-6CE7890C,2024-05-05 13:50:00,68523.78,AUD,DE,ACH,ONLINE,0.318,3,SAME_DAY,SETTLED,NONE,False
P-00AE0616,2024-03-13 22:47:00,74639.34,GBP,GB,SWIFT,API,0.184,2,NEXT_DAY,SETTLED,NONE,False
P-9073ECC1,2024-02-10 11:58:00,46713.18,GBP,US,SWIFT,API,0.125,3,NEXT_DAY,SETTLED,NONE,False
P-40F423CE,2024-05-03 22:35:00,29245.25,USD,DE,WIRE,ONLINE,0.16,0,NEXT_DAY,SETTLED,NONE,False
P-B91E3989,2024-01-06 03:02:00,78253.32,USD,CA,WIRE,BATCH,0.234,2,SAME_DAY,SETTLED,NONE,False
P-17BE2952,2024-04-15 07:11:00,4398.12,CAD,DE,WIRE,API,0.177,1,NEXT_DAY,SETTLED,NONE,False
P-801F5421,2024-02-17 15:21:00,59697.02,USD,JP,WIRE,MOBILE,0.185,0,NEXT_DAY,SETTLED,NONE,False
P-606A503C,2024-03-02 20:39:00,73979.45,USD,US,WIRE,API,0.49,1,NEXT_DAY,SETTLED,NONE,False
P-0295ADF4,2024-06-14 23:17:00,8651.94,CAD,JP,WIRE,BATCH,0.124,1,SAME_DAY,SETTLED,NONE,False
P-5213BBD2,2024-03-06 19:11:00,3571013.16,CAD,AU,RTP,ONLINE,0.504,0,SAME_DAY,SETTLED,NONE,False
P-59215B3D,2024-02-16 10:07:00,150775.78,JPY,JP,RTP,ONLINE,0.167,2,T_PLUS_2,SETTLED,NONE,False
P-96C3DC85,2024-02-14 07:41:00,14502.44,JPY,JP,ACH,API,0.373,1,SAME_DAY,FAILED,INSUFFICIENT_FUNDS,True
